"FID","Latitude","Longitude","STATE_ABBR","STATE_NAME"
1898,37.33167367,-81.60916138,"WV","West Virginia"
1899,37.19775187,-80.43038114,"VA","Virginia"
1900,37.05337646,-79.25643917,"VA","Virginia"
1901,36.89860514,-78.08766348,"VA","Virginia"
1902,36.7234393,-76.94798773,"VA","Virginia"
1903,36.52510664,-76.14961726,"NC","North Carolina"
1968,37.00385833,-118.81395237,"CA","California"
1969,37.20169668,-117.6557575,"CA","California"
1972,37.73358539,-114.14267286,"NV","Nevada"
1973,37.8901045,-112.95984002,"UT","Utah"
1974,38.0361253,-111.77164547,"UT","Utah"
1975,38.171587,-110.57842844,"UT","Utah"
1979,38.60675877,-105.76243154,"CO","Colorado"
1983,38.86914461,-100.89537272,"KS","Kansas"
1984,38.90749755,-99.67354889,"KS","Kansas"
1986,38.95137264,-97.22664032,"KS","Kansas"
1987,38.95687481,-96.00236878,"KS","Kansas"
1988,38.95141506,-94.77809646,"KS","Kansas"
1992,38.82008131,-89.88914694,"IL","Illinois"
1993,38.75994866,-88.67096583,"IL","Illinois"
1997,38.41102942,-83.82633043,"KY","Kentucky"
1998,38.29689486,-82.62410648,"KY","Kentucky"
1999,38.17209058,-81.42619801,"WV","West Virginia"
2000,38.03666986,-80.2329622,"WV","West Virginia"
2001,37.8906898,-79.04474756,"VA","Virginia"
2002,37.73421119,-77.86189334,"VA","Virginia"
2003,37.58146579,-76.82410583,"VA","Virginia"
2066,37.28424916,-122.19257776,"CA","California"
2067,37.39940516,-121.42107766,"CA","California"
2068,37.61958728,-120.26537167,"CA","California"
2069,37.82982764,-119.10084662,"CA","California"
2079,39.35714035,-107.11442762,"CO","Colorado"
2083,39.66656993,-102.19536173,"CO","Colorado"
2087,39.79964938,-97.24268802,"KS","Kansas"
2088,39.80521774,-96.00239978,"KS","Kansas"
2089,39.7996923,-94.76211071,"MO","Missouri"
2090,39.78307571,-93.52224529,"MO","Missouri"
2093,39.66678415,-89.80941737,"IL","Illinois"
2094,39.60593414,-88.5754609,"IL","Illinois"
2096,39.4512683,-86.11550179,"IN","Indiana"
2097,39.35752426,-84.89030629,"IN","Indiana"
2098,39.25289526,-83.66882777,"OH","Ohio"
2099,39.13742885,-82.45145293,"OH","Ohio"
2100,39.01117699,-81.23856051,"WV","West Virginia"
2101,38.87419583,-80.03052057,"WV","West Virginia"
2102,38.72654559,-78.82769392,"VA","Virginia"
2103,38.57140707,-77.64201578,"VA","Virginia"
2104,38.45961946,-76.51312696,"MD","Maryland"
2105,38.32086809,-75.49618847,"MD","Maryland"
2167,38.14833413,-122.642651,"CA","California"
2168,38.22510686,-121.73217614,"CA","California"
2169,38.44148805,-120.57294107,"CA","California"
2170,38.65407329,-119.39489952,"NV","Nevada"
2180,40.19918988,-107.26040506,"CO","Colorado"
2181,40.29411499,-106.01938552,"CO","Colorado"
2182,40.37798412,-104.77490956,"CO","Colorado"
2191,40.63034152,-93.48941147,"IA","Iowa"
2193,40.56305019,-90.97991491,"IL","Illinois"
2194,40.51261453,-89.72758287,"IL","Illinois"
2195,40.4510168,-88.47743933,"IL","Illinois"
2196,40.37828713,-87.2299121,"IN","Indiana"
2198,40.19957844,-84.74438986,"OH","Ohio"
2199,40.09368527,-83.50722008,"OH","Ohio"
2200,39.97683153,-82.27431554,"OH","Ohio"
2201,39.84907204,-81.04606899,"OH","Ohio"
2202,39.71046602,-79.822864,"WV","West Virginia"
2203,39.56107695,-78.60507426,"MD","Maryland"
2204,39.40097232,-77.39306302,"MD","Maryland"
2205,39.24532625,-76.17689415,"MD","Maryland"
2206,39.13309176,-75.18658407,"NJ","New Jersey"
2268,38.86328801,-123.09089811,"CA","California"
2269,39.03633724,-122.07207502,"CA","California"
2270,39.26168904,-120.88822544,"CA","California"
2271,39.47671257,-119.69637649,"NV","Nevada"
2272,39.68131662,-118.49682734,"NV","Nevada"
2275,40.23174181,-114.85517435,"NV","Nevada"
2277,40.54505553,-112.39499218,"UT","Utah"
2280,40.93311113,-108.66349539,"CO","Colorado"
2282,41.13647696,-106.1529829,"WY","Wyoming"
2292,41.47695482,-93.45569598,"IA","Iowa"
2294,41.40880677,-90.91259499,"IL","Illinois"
2295,41.35773092,-89.6435591,"IL","Illinois"
2296,41.29535356,-88.37680056,"IL","Illinois"
2297,41.21908873,-87.11155059,"IN","Indiana"
2298,41.13682716,-85.85188933,"IN","Indiana"
2299,41.04075819,-84.59460818,"OH","Ohio"
2300,40.93354755,-83.34134574,"OH","Ohio"
2301,40.81524824,-82.09251861,"OH","Ohio"
2302,40.6859181,-80.84853428,"OH","Ohio"
2304,40.39441979,-78.37667426,"PA","Pennsylvania"
2306,40.06124826,-75.93019543,"PA","Pennsylvania"
2307,39.89219224,-74.75460362,"NJ","New Jersey"
2369,39.63595043,-123.40299065,"CA","California"
2370,39.85232499,-122.40916711,"CA","California"
2371,40.08030501,-121.21151152,"CA","California"
2372,40.29786452,-120.00555597,"CA","California"
2373,40.50490758,-118.79160819,"NV","Nevada"
2385,42.1388395,-103.73152393,"NE","Nebraska"
2386,42.20207434,-102.44771544,"NE","Nebraska"
2387,42.25386239,-101.16153406,"NE","Nebraska"
2395,42.25404052,-90.84344681,"IA","Iowa"
2396,42.20229681,-89.55725715,"IL","Illinois"
2397,42.12271224,-88.32272415,"IL","Illinois"
2398,41.83461072,-86.69761973,"MI","Michigan"
2399,41.97844998,-85.71466597,"MI","Michigan"
2400,41.88121855,-84.44080641,"MI","Michigan"
2401,41.71591825,-83.41692733,"OH","Ohio"
2402,41.39417623,-81.79654452,"OH","Ohio"
2403,41.49830099,-80.62324335,"OH","Ohio"
2404,41.37979932,-79.39108736,"PA","Pennsylvania"
2405,41.22671315,-78.14226859,"PA","Pennsylvania"
2408,40.71966138,-74.48012044,"NJ","New Jersey"
2471,40.66673908,-122.75485453,"CA","California"
2473,41.11765026,-120.32273013,"CA","California"
2482,42.61065497,-109.00886258,"WY","Wyoming"
2486,42.98217181,-103.8377885,"NE","Nebraska"
2488,43.09874162,-101.2326543,"SD","South Dakota"
2489,43.13959952,-99.92686678,"SD","South Dakota"
2496,43.09892215,-90.77239492,"WI","Wisconsin"
2497,43.0464814,-89.46858325,"WI","Wisconsin"
2498,42.97333658,-88.32627564,"WI","Wisconsin"
2500,42.82039452,-85.57114728,"MI","Michigan"
2504,42.02274428,-80.11729807,"PA","Pennsylvania"
2505,42.163364,-79.1097239,"NY","New York"
2506,42.05809976,-77.9016202,"NY","New York"
2507,41.89197521,-76.64319933,"PA","Pennsylvania"
2508,41.71486162,-75.39165864,"PA","Pennsylvania"
2509,41.52684664,-74.14737441,"NY","New York"
2510,41.40638263,-72.93833018,"CT","Connecticut"
2511,41.36425525,-71.94255947,"CT","Connecticut"
2571,41.24022496,-123.9014652,"CA","California"
2572,41.47969308,-123.10946073,"CA","California"
2574,41.93619332,-120.64820572,"CA","California"
2576,42.34981709,-118.15248334,"OR","Oregon"
2582,43.32560005,-110.48774489,"WY","Wyoming"
2587,43.82526078,-103.94700791,"SD","South Dakota"
2588,43.89023168,-102.62767207,"SD","South Dakota"
2589,43.94344588,-101.30575976,"SD","South Dakota"
2596,43.98500965,-92.02334765,"MN","Minnesota"
2597,43.94362891,-90.69935971,"WI","Wisconsin"
2599,43.8429999,-88.20934928,"WI","Wisconsin"
2607,42.8833468,-77.65521655,"NY","New York"
2608,42.72042442,-76.37982572,"NY","New York"
2609,42.54100985,-75.11232845,"NY","New York"
2611,42.14921704,-72.60034483,"MA","Massachusetts"
2612,41.95443465,-71.38836567,"RI","Rhode Island"
2613,41.70741709,-70.40205814,"MA","Massachusetts"
2683,44.1616066,-110.69019863,"WY","Wyoming"
2685,44.39949712,-108.05152148,"WY","Wyoming"
2686,44.50089317,-106.7248465,"WY","Wyoming"
2688,44.668287,-104.05930683,"SD","South Dakota"
2695,44.87830703,-94.65666494,"MN","Minnesota"
2696,44.86031291,-93.31126701,"MN","Minnesota"
2699,44.73441622,-89.28371807,"WI","Wisconsin"
2701,44.51343699,-86.15288822,"MI","Michigan"
2702,44.49058436,-85.27241765,"MI","Michigan"
2709,43.4878218,-75.96770349,"NY","New York"
2712,42.9694058,-72.28170071,"NH","New Hampshire"
2713,42.77778264,-71.22686251,"NH","New Hampshire"
2775,43.34128202,-122.59091507,"OR","Oregon"
2783,44.85912813,-112.22726684,"MT","Montana"
2784,44.99742434,-110.89834349,"MT","Montana"
2785,45.12398503,-109.56349001,"MT","Montana"
2797,45.70629668,-93.27256155,"MN","Minnesota"
2799,45.63326446,-90.54699796,"WI","Wisconsin"
2800,45.57854011,-89.18731168,"WI","Wisconsin"
2803,45.27055451,-84.88884405,"MI","Michigan"
2811,44.19105581,-74.53071869,"NY","New York"
2812,43.99547097,-73.23829829,"VT","Vermont"
2814,43.61923953,-70.80626388,"ME","Maine"
2875,43.91011135,-123.87285431,"OR","Oregon"
2877,44.38564657,-121.67774689,"OR","Oregon"
2884,45.69290817,-112.45970468,"MT","Montana"
2885,45.83323153,-111.11242076,"MT","Montana"
2886,45.96166056,-109.75895186,"MT","Montana"
2887,46.07811421,-108.39981068,"MT","Montana"
2895,46.57122686,-97.38795158,"ND","North Dakota"
2896,46.57744026,-96.00268034,"MN","Minnesota"
2899,46.47664002,-91.87446366,"WI","Wisconsin"
2900,46.39434381,-90.49027423,"WI","Wisconsin"
2901,46.41919091,-89.08397981,"MI","Michigan"
2903,46.2509612,-86.31508162,"MI","Michigan"
2915,44.38792197,-70.32906378,"ME","Maine"
2917,44.36049435,-68.18853485,"ME","Maine"
2977,44.9587676,-123.31314229,"OR","Oregon"
2978,45.20051713,-122.03982043,"OR","Oregon"
2984,46.37236196,-114.05799851,"MT","Montana"
2997,47.4249376,-96.00272009,"MN","Minnesota"
2998,47.41867477,-94.59690633,"MN","Minnesota"
1770,36.06073187,-113.69651235,"AZ","Arizona"
1771,36.21390204,-112.54151615,"AZ","Arizona"
1772,36.35677545,-111.38153743,"AZ","Arizona"
1773,36.48929728,-110.2168934,"AZ","Arizona"
1778,36.99495617,-104.33534072,"CO","Colorado"
1781,37.17140533,-100.77231856,"KS","Kansas"
1783,37.23568791,-98.38882587,"KS","Kansas"
1787,37.23577081,-93.61578948,"MO","Missouri"
1788,37.20901781,-92.42347329,"MO","Missouri"
1789,37.17157098,-91.23228804,"MO","Missouri"
1792,36.9952454,-87.66924196,"KY","Kentucky"
1801,35.90242778,-77.17334083,"NC","North Carolina"
1864,36.00032223,-121.52131187,"CA","California"
1865,35.80098014,-120.74377102,"CA","California"
1866,35.97023425,-119.67229623,"CA","California"
1869,36.5574234,-116.23759054,"NV","Nevada"
1870,36.73284004,-115.08011737,"NV","Nevada"
1871,36.89798614,-113.91684863,"AZ","Arizona"
1872,37.05279757,-112.74809356,"UT","Utah"
1873,37.19721332,-111.57417095,"UT","Utah"
1875,37.45463043,-109.21214374,"UT","Utah"
1877,37.66981863,-106.83349205,"CO","Colorado"
1878,37.76146256,-105.63881747,"CO","Colorado"
1879,37.84242011,-104.44106293,"CO","Colorado"
1888,38.08594515,-93.58540272,"MO","Missouri"
1890,38.02101953,-91.17160185,"MO","Missouri"
1893,37.84271257,-87.56357726,"KY","Kentucky"
1894,37.76179644,-86.36581153,"KY","Kentucky"
1895,37.67019379,-85.17112432,"KY","Kentucky"
1896,37.56794328,-83.97988167,"KY","Kentucky"
1897,37.45508766,-82.79244318,"KY","Kentucky"
1965,36.38992442,-121.75603197,"CA","California"
1966,36.57675272,-121.10634215,"CA","California"
1967,36.79587341,-119.96524373,"CA","California"
1970,37.38931244,-116.49094562,"NV","Nevada"
1971,37.5666322,-115.31981449,"NV","Nevada"
1976,38.29643246,-109.38053736,"UT","Utah"
1977,38.4106084,-108.17832941,"CO","Colorado"
1978,38.51406554,-106.97216987,"CO","Colorado"
1980,38.68864731,-104.54949411,"CO","Colorado"
1981,38.75969484,-103.33374345,"CO","Colorado"
1982,38.81986962,-102.11557095,"CO","Colorado"
1985,38.93491105,-98.45050283,"KS","Kansas"
1989,38.93499587,-93.55423158,"MO","Missouri"
1990,38.90762472,-92.33118157,"MO","Missouri"
1991,38.86931408,-91.10935224,"MO","Missouri"
1994,38.68894314,-87.45520505,"IN","Indiana"
1995,38.60709648,-86.24225599,"IN","Indiana"
1996,38.51444499,-85.03250454,"KY","Kentucky"
2004,37.55868401,-75.80145805,"VA","Virginia"
2070,38.02983341,-117.92916498,"NV","Nevada"
2071,38.21952462,-116.75062175,"NV","Nevada"
2072,38.39882404,-115.56552389,"NV","Nevada"
2073,38.5676574,-114.37418998,"NV","Nevada"
2074,38.72595362,-113.17694982,"UT","Utah"
2075,38.87364502,-111.97414403,"UT","Utah"
2076,39.01066758,-110.76612357,"UT","Utah"
2077,39.13696107,-109.55324922,"UT","Utah"
2078,39.25246932,-108.335891,"CO","Colorado"
2080,39.45092659,-105.88924575,"CO","Colorado"
2081,39.53378501,-104.66073942,"CO","Colorado"
2082,39.60567729,-103.42930926,"CO","Colorado"
2084,39.71643439,-100.95930839,"KS","Kansas"
2085,39.75524716,-99.72156505,"KS","Kansas"
2086,39.78298988,-98.48255098,"KS","Kansas"
2091,39.75537585,-92.28322712,"MO","Missouri"
2092,39.71660589,-91.04547805,"IL","Illinois"
2095,39.53408436,-87.3440202,"IN","Indiana"
2171,38.85633298,-118.20943605,"NV","Nevada"
2172,39.04818302,-117.01685446,"NV","Nevada"
2173,39.22954211,-115.81747123,"NV","Nevada"
2174,39.40033207,-114.61161515,"NV","Nevada"
2175,39.56047804,-113.39962697,"UT","Utah"
2176,39.7099087,-112.18185889,"UT","Utah"
2177,39.84855657,-110.95867414,"UT","Utah"
2178,39.97635815,-109.73044637,"UT","Utah"
2179,40.09325419,-108.4975591,"CO","Colorado"
2183,40.45075681,-103.52739327,"CO","Colorado"
2184,40.51239768,-102.27725904,"CO","Colorado"
2185,40.56287658,-101.02493464,"NE","Nebraska"
2186,40.6021687,-99.77085239,"NE","Nebraska"
2187,40.63025463,-98.5154483,"NE","Nebraska"
2188,40.64712046,-97.25916116,"NE","Nebraska"
2189,40.65275783,-96.00243159,"NE","Nebraska"
2190,40.64716392,-94.74570117,"IA","Iowa"
2192,40.60229898,-92.23400312,"IA","Iowa"
2197,40.29446086,-85.98542356,"IN","Indiana"
2273,39.87541269,-117.28989086,"NV","Nevada"
2274,40.0589152,-116.07589339,"NV","Nevada"
2276,40.39381364,-113.62808584,"UT","Utah"
2278,40.68539631,-111.15626937,"UT","Utah"
2279,40.81476902,-109.91230457,"UT","Utah"
2281,41.04036478,-107.41024932,"WY","Wyoming"
2283,41.2213997,-104.89212104,"WY","Wyoming"
2284,41.29509028,-103.62809614,"NE","Nebraska"
2285,41.35751131,-102.36134729,"NE","Nebraska"
2286,41.40863095,-101.09231934,"NE","Nebraska"
2287,41.44842295,-99.82146202,"NE","Nebraska"
2288,41.47686682,-98.54922899,"NE","Nebraska"
2289,41.49394785,-97.27607687,"NE","Nebraska"
2290,41.49965718,-96.00246426,"IA","Iowa"
2291,41.49399186,-94.72885076,"IA","Iowa"
2293,41.4485549,-92.18345851,"IA","Iowa"
2303,40.54561963,-79.60979044,"PA","Pennsylvania"
2305,40.23238972,-77.1495618,"PA","Pennsylvania"
2374,40.70134101,-117.56999043,"NV","Nevada"
2375,40.8870747,-116.34103924,"NV","Nevada"
2376,41.06202191,-115.10510506,"NV","Nevada"
2377,41.22609947,-113.86255182,"UT","Utah"
2378,41.37922815,-112.61375646,"UT","Utah"
2379,41.52133287,-111.35910836,"UT","Utah"
2380,41.65234295,-110.09900876,"WY","Wyoming"
2381,41.77219239,-108.8338701,"WY","Wyoming"
2382,41.88082008,-107.5641153,"WY","Wyoming"
2383,41.97817003,-106.29017698,"WY","Wyoming"
2384,42.06419156,-105.01249667,"WY","Wyoming"
2388,42.29417593,-99.87344786,"NE","Nebraska"
2389,42.32299325,-98.58392911,"NE","Nebraska"
2390,42.3402988,-97.29345324,"NE","Nebraska"
2391,42.34608323,-96.00249782,"IA","Iowa"
2392,42.34034339,-94.71154148,"IA","Iowa"
2393,42.32308241,-93.42106283,"IA","Iowa"
2394,42.2943096,-92.13153946,"IA","Iowa"
2406,41.0626778,-76.89969046,"PA","Pennsylvania"
2407,40.8877725,-75.66372996,"PA","Pennsylvania"
2409,40.7858288,-73.29453183,"NY","New York"
2470,40.44661177,-123.80450422,"CA","California"
2472,40.89745247,-121.5431,"CA","California"
2474,41.32723149,-119.0940614,"NV","Nevada"
2475,41.52609806,-117.85742576,"NV","Nevada"
2476,41.71415505,-116.61317032,"NV","Nevada"
2477,41.89131099,-115.36165699,"NV","Nevada"
2478,42.05747823,-114.10326201,"ID","Idaho"
2479,42.21257315,-112.83837546,"ID","Idaho"
2480,42.3565165,-111.56740071,"ID","Idaho"
2481,42.48923368,-110.29075377,"WY","Wyoming"
2483,42.72071579,-107.72216628,"WY","Wyoming"
2484,42.81935695,-106.43111439,"WY","Wyoming"
2485,42.90652488,-105.13616593,"WY","Wyoming"
2487,43.04625593,-102.53645734,"SD","South Dakota"
2490,43.16880667,-98.61958669,"SD","South Dakota"
2491,43.18634661,-97.31130934,"SD","South Dakota"
2492,43.19220943,-96.00253231,"IA","Iowa"
2493,43.18639181,-94.69375431,"IA","Iowa"
2494,43.16889704,-93.38547407,"IA","Iowa"
2495,43.13973501,-92.07818917,"IA","Iowa"
2499,43.15136158,-86.24000416,"MI","Michigan"
2501,42.72111952,-84.28282133,"MI","Michigan"
2502,42.67752069,-83.16037796,"MI","Michigan"
2512,41.32165742,-70.51224121,"MA","Massachusetts"
2573,41.71324998,-121.88330646,"CA","California"
2575,42.1484168,-119.40448404,"OR","Oregon"
2577,42.54029415,-116.8925617,"ID","Idaho"
2578,42.71975153,-115.62509289,"ID","Idaho"
2579,42.88809675,-114.35046597,"ID","Idaho"
2580,43.04524156,-113.06908477,"ID","Idaho"
2581,43.19110227,-111.78136725,"ID","Idaho"
2583,43.44866121,-109.18866189,"WY","Wyoming"
2584,43.56021749,-107.88457444,"WY","Wyoming"
