FID,Genus_species,Persistence,Family,Genus,Repro_strategy,M_wing_color,z.temp.change,z.all.burned,z.high.burned,z.hist.temp,z.per.obs,z.size,gen.spec,z.bio5,Change_mean_temp,future_change
2997,Celithemis_elisa,0,Libellulidae,Celithemis,p,y,-0.517438338,0.271530406,-0.703660194,-1.374835522,0.09273331,-1.185365746,spec,0.230348111,0.410412011,0.820824021
487,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.64728751,0.685408017,-0.517261251,1.949196272,-0.524163618,-0.510061553,spec,0.88751194,0.388247017,0.776494033
587,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.575119138,1.245158421,0.725875997,1.980632368,-0.077195922,-0.510061553,spec,0.88751194,0.400566013,0.801132027
588,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.498170396,1.498000624,-0.292484232,1.955893044,0.09273331,-0.510061553,spec,0.88751194,0.41370101,0.827402019
673,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,2.140242932,0.451724417,-0.148468279,1.778903464,-0.841292246,-0.510061553,spec,0.88751194,0.864072888,1.728145776
687,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-1.004743271,0.661051144,0.012253924,2.014032146,-0.077195922,-0.510061553,spec,0.88751194,0.327230033,0.654460066
688,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.680427901,1.190040441,-0.143554139,2.037862971,-0.278179544,-0.510061553,spec,0.88751194,0.382590018,0.765180036
689,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.627761803,1.087205178,-0.576678632,1.975577322,-0.278179544,-0.510061553,spec,0.88751194,0.391580016,0.783160032
874,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,2.304796661,-1.214320004,-0.308124249,1.541845482,-0.524163618,-0.510061553,spec,0.88751194,0.89216188,1.784323761
890,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.006231549,1.036029308,1.253773555,1.844929618,0.775136119,-0.510061553,spec,0.88751194,0.497673987,0.995347974
975,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,2.332980932,-0.121235353,-0.674185001,1.34845489,0.09273331,-0.510061553,spec,0.88751194,0.896972879,1.793945758
983,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.241172727,0.454885634,0.160563765,1.25810685,-0.077195922,-0.510061553,spec,0.88751194,0.457569998,0.915139996
990,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.670202673,0.912700207,0.779535219,1.666348949,0.239932706,-0.510061553,spec,0.88751194,0.613139956,1.226279912
1091,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.400293315,1.175022393,0.265508156,1.496214222,-0.841292246,-0.510061553,spec,0.88751194,0.567066968,1.134133937
1280,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,1.657273139,-0.946253327,-0.692358223,1.03489386,-1.288259942,-0.510061553,spec,0.88751194,0.78163091,1.563261821
1284,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-1.614082407,-0.512135809,-0.233614405,1.061974691,-0.841292246,-0.510061553,spec,0.88751194,0.223217061,0.446434123
1294,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.242605511,-0.438832773,-0.843582062,1.077004357,-0.841292246,-0.510061553,spec,0.88751194,0.540149976,1.080299951
1394,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.014547834,0.358933799,-0.354467485,1.261424312,0.932884476,-0.510061553,spec,0.88751194,0.501220986,1.002441972
1475,Celithemis_eponina,0,Libellulidae,Celithemis,p,y,2.132082324,0.611324359,-0.836097821,0.849221589,-2.052356266,-0.510061553,spec,0.88751194,0.862679889,1.725359777
1480,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,2.130078786,0.729504311,-0.130089367,0.861373843,-0.524163618,-0.510061553,spec,0.88751194,0.862337889,1.724675777
1678,Celithemis_eponina,0,Libellulidae,Celithemis,p,y,2.78681741,0.668922778,-0.843294745,0.465994989,-0.841292246,-0.510061553,spec,0.88751194,0.974441858,1.948883717
1683,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,1.69241121,0.776349612,-0.633385463,0.699397299,-0.841292246,-0.510061553,spec,0.88751194,0.787628909,1.575257817
1782,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,2.626710129,1.148028348,-0.843582062,0.641342843,0.09273331,-0.510061553,spec,0.88751194,0.947111866,1.894223731
1784,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,1.572544577,1.086511196,-0.843582062,0.559389734,0.485916779,-0.510061553,spec,0.88751194,0.767167914,1.534335828
1800,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.04484695,-0.918860779,-0.723143262,0.612891229,-0.841292246,-0.510061553,spec,0.88751194,0.506392985,1.012785969
1993,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.184446828,-1.825743599,-0.843582062,-0.018039352,0.239932706,-0.510061553,spec,0.88751194,0.467252995,0.934505991
1997,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.42618949,-0.405362671,-0.357091372,0.011123067,0.369771775,-0.510061553,spec,0.88751194,0.425988006,0.851976013
2001,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.094894389,0.391664546,0.016332929,-0.063890355,-2.052356266,-0.510061553,spec,0.88751194,0.514935982,1.029871965
2097,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.362433634,-0.468559463,-0.843582062,-0.24169239,0.369771775,-0.510061553,spec,0.88751194,0.436871004,0.873742007
2098,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.119853236,-1.817204465,-0.843582062,-0.239390497,0.590982716,-0.510061553,spec,0.88751194,0.478278992,0.956557985
2099,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.038197782,-0.397152519,-0.809289934,-0.082017552,1.193469531,-0.510061553,spec,0.88751194,0.505257985,1.01051597
2100,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.064744228,-1.825690467,-0.843582062,-0.064719814,1.133868098,-0.510061553,spec,0.88751194,0.48768599,0.97537198
2103,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.29925775,-0.781368228,-0.839225467,0.149184141,1.250013103,-0.510061553,spec,0.88751194,0.447655001,0.895310001
2195,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.79507479,-1.825743599,-0.843582062,-0.354246905,0.932884476,-0.510061553,spec,0.88751194,0.363020023,0.726040047
2196,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-1.40495289,-1.825743599,-0.843582062,-0.331126698,0.485916779,-0.510061553,spec,0.88751194,0.258915052,0.517830103
2198,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-1.379176379,-1.825743599,-0.843582062,-0.456561275,0.590982716,-0.510061553,spec,0.88751194,0.26331505,0.526630101
2200,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.150805984,-1.555431696,-0.843582062,-0.314099529,1.070859065,-0.510061553,spec,0.88751194,0.52447998,1.04895996
2297,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.744552829,-0.170330289,-0.775676297,-0.52634494,-0.278179544,-0.510061553,spec,0.88751194,0.371644021,0.743288042
2300,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.574580175,-1.825743599,-0.843582062,-0.566187552,0.775136119,-0.510061553,spec,0.88751194,0.400658013,0.801316027
2301,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.336457942,-1.825743599,-0.843582062,-0.554441339,1.35507904,-0.510061553,spec,0.88751194,0.441305002,0.882610004
2302,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.353880519,-1.825743599,-0.843582062,-0.450417413,1.250013103,-0.510061553,spec,0.88751194,0.438331003,0.876662006
2398,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.555921496,-0.721820885,-0.843582062,-0.677810957,0.686900402,-0.510061553,spec,0.88751194,0.403843012,0.807686025
2401,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.092641442,-1.825743599,-0.843582062,-0.681974695,0.09273331,-0.510061553,spec,0.88751194,0.482923991,0.965847982
2402,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.050754613,-1.796306188,-0.843582062,-0.670956103,1.495997177,-0.510061553,spec,0.88751194,0.490073989,0.980147978
2403,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.266222808,-1.825743599,-0.843582062,-0.614357452,1.834955389,-0.510061553,spec,0.88751194,0.453293999,0.906587998
2489,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,-0.580221716,0.36907049,-0.129087719,-0.441886824,0.856829634,-0.510061553,spec,0.88751194,0.399695014,0.799390027
2507,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.114859468,-1.825743599,-0.843582062,-0.879630114,-0.841292246,-0.510061553,spec,0.88751194,0.518343981,1.036687963
2510,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.946796349,-1.204443136,-0.725689461,-0.474468355,1.404080795,-0.510061553,spec,0.88751194,0.660353943,1.320707886
2712,Celithemis_eponina,1,Libellulidae,Celithemis,p,y,0.314551268,-1.654381795,-0.843582062,-0.838281246,-1.288259942,-0.510061553,spec,0.88751194,0.552430972,1.104861945
990,Cordulegaster_maculata,0,Cordulegastridae,Cordulegaster,f,n,0.670202673,0.912700207,0.779535219,1.666348949,0.239932706,1.339451611,spec,-0.911591179,0.613139956,1.226279912
1078,Cordulegaster_maculata,0,Cordulegastridae,Cordulegaster,f,n,1.749658497,-0.489135707,-0.276095558,1.364212739,-0.841292246,1.339451611,spec,-0.911591179,0.797400906,1.594801812
1394,Cordulegaster_maculata,0,Cordulegastridae,Cordulegaster,f,n,0.014547834,0.358933799,-0.354467485,1.261424312,0.932884476,1.339451611,spec,-0.911591179,0.501220986,1.002441972
1592,Cordulegaster_maculata,0,Cordulegastridae,Cordulegaster,f,n,-0.393125257,0.053073934,-0.422753593,0.496900972,-0.278179544,1.339451611,spec,-0.911591179,0.431632005,0.86326401
1593,Cordulegaster_maculata,0,Cordulegastridae,Cordulegaster,f,n,-0.533361191,0.782503728,-0.011547719,0.462322312,-1.288259942,1.339451611,spec,-0.911591179,0.407694011,0.815388023
1594,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,-0.555640298,0.682430688,-0.356998975,0.715679469,-0.278179544,1.339451611,spec,-0.911591179,0.403891012,0.807782025
1693,Cordulegaster_maculata,0,Cordulegastridae,Cordulegaster,f,n,-0.332773072,-0.113035258,-0.577853259,0.31967427,-2.052356266,1.339451611,spec,-0.911591179,0.441934002,0.883868004
1694,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,-0.361683772,0.443970757,-0.466659745,0.321231537,0.239932706,1.339451611,spec,-0.911591179,0.436999003,0.873998007
1697,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,-0.012992025,-1.128407079,-0.843582062,0.638093211,-2.052356266,1.339451611,spec,-0.911591179,0.496519987,0.993039975
2000,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,0.320028776,0.401340377,0.286295067,-0.362912591,1.00402903,1.339451611,spec,-0.911591179,0.553365972,1.106731944
2101,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,-0.736509386,-1.044927343,-0.843582062,-0.398219247,1.30379733,1.339451611,spec,-0.911591179,0.373017021,0.746034042
2102,Cordulegaster_maculata,0,Cordulegastridae,Cordulegaster,f,n,-0.975609956,0.582753737,0.050483502,-0.260141169,1.070859065,1.339451611,spec,-0.911591179,0.332203032,0.664406063
2103,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,-0.29925775,-0.781368228,-0.839225467,0.149184141,1.250013103,1.339451611,spec,-0.911591179,0.447655001,0.895310001
2104,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,-0.959657811,0.203578149,-0.563149647,0.180123945,-0.524163618,1.339451611,spec,-0.911591179,0.334926031,0.669852062
2402,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,-0.050754613,-1.796306188,-0.843582062,-0.670956103,1.495997177,1.339451611,spec,-0.911591179,0.490073989,0.980147978
2403,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,-0.266222808,-1.825743599,-0.843582062,-0.614357452,1.834955389,1.339451611,spec,-0.911591179,0.453293999,0.906587998
2811,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,0.430176493,-1.825743599,-0.843582062,-1.340070565,1.070859065,1.339451611,spec,-0.911591179,0.572167967,1.144335934
2814,Cordulegaster_maculata,1,Cordulegastridae,Cordulegaster,f,n,0.367006467,-1.560688006,-0.843582062,-0.85388662,0.856829634,1.339451611,spec,-0.911591179,0.56138497,1.12276994
2079,Cordulia_shurtleffi,0,Corduliidae,Cordulia,f,n,0.754286822,0.457494997,0.971143346,-1.212232445,-0.077195922,0.046090642,spec,-2.321442448,0.627492952,1.254985904
2101,Cordulia_shurtleffi,1,Corduliidae,Cordulia,f,n,-0.736509386,-1.044927343,-0.843582062,-0.398219247,1.30379733,0.046090642,spec,-2.321442448,0.373017021,0.746034042
2102,Cordulia_shurtleffi,1,Corduliidae,Cordulia,f,n,-0.975609956,0.582753737,0.050483502,-0.260141169,1.070859065,0.046090642,spec,-2.321442448,0.332203032,0.664406063
2302,Cordulia_shurtleffi,1,Corduliidae,Cordulia,f,n,-0.353880519,-1.825743599,-0.843582062,-0.450417413,1.250013103,0.046090642,spec,-2.321442448,0.438331003,0.876662006
2482,Cordulia_shurtleffi,1,Corduliidae,Cordulia,f,n,0.601437973,0.373290541,0.709611485,-1.183323778,-0.077195922,0.046090642,spec,-2.321442448,0.601401959,1.202803918
2510,Cordulia_shurtleffi,0,Corduliidae,Cordulia,f,n,0.946796349,-1.204443136,-0.725689461,-0.474468355,1.404080795,0.046090642,spec,-2.321442448,0.660353943,1.320707886
2572,Cordulia_shurtleffi,1,Corduliidae,Cordulia,f,n,-1.12940785,1.469673575,2.489371872,-0.365485427,-0.524163618,0.046090642,spec,-2.321442448,0.305950039,0.611900078
2608,Cordulia_shurtleffi,1,Corduliidae,Cordulia,f,n,0.166107858,-0.837768031,-0.843582062,-0.880527215,1.070859065,0.046090642,spec,-2.321442448,0.527091979,1.054183958
2686,Cordulia_shurtleffi,0,Corduliidae,Cordulia,f,n,-0.859422334,0.696309011,0.96719022,-0.677370909,-0.524163618,0.046090642,spec,-2.321442448,0.352036026,0.704072053
2814,Cordulia_shurtleffi,1,Corduliidae,Cordulia,f,n,0.367006467,-1.560688006,-0.843582062,-0.85388662,0.856829634,0.046090642,spec,-2.321442448,0.56138497,1.12276994
2896,Cordulia_shurtleffi,0,Corduliidae,Cordulia,f,n,-1.212859303,-0.148511044,-0.843582062,-1.247792852,0.239932706,0.046090642,spec,-2.321442448,0.291705043,0.583410085
2901,Cordulia_shurtleffi,1,Corduliidae,Cordulia,f,n,0.08291417,-0.787905964,-0.26475145,-1.542753002,-0.278179544,0.046090642,spec,-2.321442448,0.512890983,1.025781966
3080,Cordulia_shurtleffi,0,Corduliidae,Cordulia,f,n,-0.589108754,0.835767007,1.522428667,-1.02307342,-1.288259942,0.046090642,spec,-2.321442448,0.398178014,0.796356028
3186,Cordulia_shurtleffi,1,Corduliidae,Cordulia,f,n,-0.595353699,0.812620219,1.73793564,-1.236960745,0.856829634,0.046090642,spec,-2.321442448,0.397112014,0.794224029
3288,Cordulia_shurtleffi,0,Corduliidae,Cordulia,f,n,-1.635277729,0.694602885,1.627848606,-1.371450418,-0.524163618,0.046090642,spec,-2.321442448,0.219599062,0.439198124
977,Didymops_transversa,1,Corduliidae,Didymops,f,y,1.700314054,0.650037836,0.356492751,1.453375917,-0.841292246,0.744845522,gen,-0.093543817,0.788977908,1.577955817
1083,Didymops_transversa,0,Corduliidae,Didymops,f,y,-0.455041607,0.67777379,-0.843582062,1.350858246,-0.278179544,0.744845522,gen,-0.093543817,0.421063008,0.842126016
1090,Didymops_transversa,0,Corduliidae,Didymops,f,y,0.237133861,1.192670463,0.774992342,1.560057138,-1.288259942,0.744845522,gen,-0.093543817,0.539215976,1.078431952
1495,Didymops_transversa,1,Corduliidae,Didymops,f,y,0.162118357,-0.300219147,-0.81853101,1.119893675,-2.052356266,0.744845522,gen,-0.093543817,0.526410979,1.052821959
1593,Didymops_transversa,1,Corduliidae,Didymops,f,y,-0.533361191,0.782503728,-0.011547719,0.462322312,-1.288259942,0.744845522,gen,-0.093543817,0.407694011,0.815388023
1692,Didymops_transversa,0,Corduliidae,Didymops,f,y,-0.569278415,-1.162094092,-0.843582062,0.485882568,-2.052356266,0.744845522,gen,-0.093543817,0.401563013,0.803126026
1793,Didymops_transversa,0,Corduliidae,Didymops,f,y,-0.209526202,-0.134609955,-0.843582062,0.328323326,-1.288259942,0.744845522,gen,-0.093543817,0.462971996,0.925943993
1900,Didymops_transversa,1,Corduliidae,Didymops,f,y,0.794919976,-0.705843099,-0.464385378,0.328391155,-0.077195922,0.744845522,gen,-0.093543817,0.63442895,1.2688579
1902,Didymops_transversa,1,Corduliidae,Didymops,f,y,-0.243182123,-0.236817581,0.117544505,0.560202189,-0.278179544,0.744845522,gen,-0.093543817,0.457226998,0.914453996
2002,Didymops_transversa,1,Corduliidae,Didymops,f,y,-0.319568469,-1.055764045,-0.583189844,0.307758951,0.239932706,0.744845522,gen,-0.093543817,0.444188001,0.888376003
2099,Didymops_transversa,1,Corduliidae,Didymops,f,y,0.038197782,-0.397152519,-0.809289934,-0.082017552,1.193469531,0.744845522,gen,-0.093543817,0.505257985,1.01051597
2100,Didymops_transversa,1,Corduliidae,Didymops,f,y,-0.064744228,-1.825690467,-0.843582062,-0.064719814,1.133868098,0.744845522,gen,-0.093543817,0.48768599,0.97537198
2103,Didymops_transversa,1,Corduliidae,Didymops,f,y,-0.29925775,-0.781368228,-0.839225467,0.149184141,1.250013103,0.744845522,gen,-0.093543817,0.447655001,0.895310001
2201,Didymops_transversa,1,Corduliidae,Didymops,f,y,0.16186645,-1.60516661,-0.843582062,-0.264541841,0.485916779,0.744845522,gen,-0.093543817,0.526367979,1.052735959
2402,Didymops_transversa,0,Corduliidae,Didymops,f,y,-0.050754613,-1.796306188,-0.843582062,-0.670956103,1.495997177,0.744845522,gen,-0.093543817,0.490073989,0.980147978
2403,Didymops_transversa,1,Corduliidae,Didymops,f,y,-0.266222808,-1.825743599,-0.843582062,-0.614357452,1.834955389,0.744845522,gen,-0.093543817,0.453293999,0.906587998
2405,Didymops_transversa,0,Corduliidae,Didymops,f,y,0.062521435,-0.83949017,-0.368636063,-0.786929356,-2.052356266,0.744845522,gen,-0.093543817,0.509409984,1.018819968
2608,Didymops_transversa,1,Corduliidae,Didymops,f,y,0.166107858,-0.837768031,-0.843582062,-0.880527215,1.070859065,0.744845522,gen,-0.093543817,0.527091979,1.054183958
2814,Didymops_transversa,1,Corduliidae,Didymops,f,y,0.367006467,-1.560688006,-0.843582062,-0.85388662,0.856829634,0.744845522,gen,-0.093543817,0.56138497,1.12276994
2915,Didymops_transversa,1,Corduliidae,Didymops,f,y,0.014793882,-1.675340293,-0.843582062,-1.149286631,-0.524163618,0.744845522,gen,-0.093543817,0.501262986,1.002525972
2301,Dorocordulia_libera,1,Corduliidae,Dorocordulia,p,y,-0.336457942,-1.825743599,-0.843582062,-0.554441339,1.35507904,-0.430008672,spec,-1.310380995,0.441305002,0.882610004
2403,Dorocordulia_libera,1,Corduliidae,Dorocordulia,p,y,-0.266222808,-1.825743599,-0.843582062,-0.614357452,1.834955389,-0.430008672,spec,-1.310380995,0.453293999,0.906587998
2510,Dorocordulia_libera,1,Corduliidae,Dorocordulia,p,y,0.946796349,-1.204443136,-0.725689461,-0.474468355,1.404080795,-0.430008672,spec,-1.310380995,0.660353943,1.320707886
2713,Dorocordulia_libera,1,Corduliidae,Dorocordulia,p,y,0.428184671,-1.222817007,-0.843582062,-0.577437285,0.932884476,-0.430008672,spec,-1.310380995,0.571827967,1.143655934
2799,Dorocordulia_libera,1,Corduliidae,Dorocordulia,p,y,-1.587186962,-0.753908876,-0.84016628,-1.370587138,-0.524163618,-0.430008672,spec,-1.310380995,0.22780806,0.45561612
2814,Dorocordulia_libera,1,Corduliidae,Dorocordulia,p,y,0.367006467,-1.560688006,-0.843582062,-0.85388662,0.856829634,-0.430008672,spec,-1.310380995,0.56138497,1.12276994
2998,Dorocordulia_libera,1,Corduliidae,Dorocordulia,p,y,0.009656155,-0.216774299,-0.843582062,-1.442418757,-0.077195922,-0.430008672,spec,-1.310380995,0.500385986,1.000771973
3118,Dorocordulia_libera,0,Corduliidae,Dorocordulia,p,y,0.738727183,-1.825743599,-0.843582062,-1.363783109,-1.288259942,-0.430008672,spec,-1.310380995,0.624836953,1.249673905
873,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,1.960773977,-0.990755014,-0.438892346,1.631618001,-1.288259942,0.878279662,spec,0.116773534,0.833437896,1.666875793
874,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,2.304796661,-1.214320004,-0.308124249,1.541845482,-0.524163618,0.878279662,spec,0.116773534,0.89216188,1.784323761
890,Dromogomphus_spinosus,0,Gomphidae,Dromogomphus,p,n,-0.006231549,1.036029308,1.253773555,1.844929618,0.775136119,0.878279662,spec,0.116773534,0.497673987,0.995347974
1389,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.193720514,-0.417683102,-0.639626545,0.89537717,-0.841292246,0.878279662,spec,0.116773534,0.465669996,0.931339991
1394,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,0.014547834,0.358933799,-0.354467485,1.261424312,0.932884476,0.878279662,spec,0.116773534,0.501220986,1.002441972
1484,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,0.201995791,1.247197411,0.000208384,0.758839542,-1.288259942,0.878279662,spec,0.116773534,0.533217978,1.066435955
1591,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.591897304,-1.825743599,-0.843582062,0.583085461,-0.077195922,0.878279662,spec,0.116773534,0.397702014,0.795404028
1592,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.393125257,0.053073934,-0.422753593,0.496900972,-0.278179544,0.878279662,spec,0.116773534,0.431632005,0.86326401
1688,Dromogomphus_spinosus,0,Gomphidae,Dromogomphus,p,n,-1.275478649,-0.101421034,-0.572189019,0.596304295,0.09273331,0.878279662,spec,0.116773534,0.281016046,0.562032091
1784,Dromogomphus_spinosus,0,Gomphidae,Dromogomphus,p,n,1.572544577,1.086511196,-0.843582062,0.559389734,0.485916779,0.878279662,spec,0.116773534,0.767167914,1.534335828
1785,Dromogomphus_spinosus,0,Gomphidae,Dromogomphus,p,n,1.396057496,1.617557071,-0.782783619,0.531581282,0.09273331,0.878279662,spec,0.116773534,0.737041922,1.474083845
1786,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,0.900047132,0.076060189,-0.843582062,0.417892918,0.856829634,0.878279662,spec,0.116773534,0.652373945,1.304747891
1791,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,0.129780553,0.042883321,-0.843582062,0.365034586,-0.278179544,0.878279662,spec,0.116773534,0.520890981,1.041781962
1795,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.434543423,0.835618535,-0.164294517,0.348633762,-1.288259942,0.878279662,spec,0.116773534,0.424562007,0.849124014
1898,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,0.113154703,0.812403502,-0.843582062,-0.089346276,-0.524163618,0.878279662,spec,0.116773534,0.518052981,1.036105963
1899,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,0.961717433,0.168024658,0.037734077,-0.007207057,0.590982716,0.878279662,spec,0.116773534,0.662900942,1.325801885
1901,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.212853715,-0.826665864,-0.566747905,0.461052805,-1.288259942,0.878279662,spec,0.116773534,0.462403997,0.924807993
1988,Dromogomphus_spinosus,0,Gomphidae,Dromogomphus,p,n,0.858628966,-1.825743599,-0.843582062,0.132597207,0.239932706,0.878279662,spec,0.116773534,0.645303947,1.290607894
1999,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.189731013,0.958574593,-0.2654231,-0.123264956,0.239932706,0.878279662,spec,0.116773534,0.466350996,0.932701991
2003,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.522968571,-0.956213017,-0.843582062,0.396939133,0.485916779,0.878279662,spec,0.116773534,0.409468011,0.818936022
2099,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,0.038197782,-0.397152519,-0.809289934,-0.082017552,1.193469531,0.878279662,spec,0.116773534,0.505257985,1.01051597
2100,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.064744228,-1.825690467,-0.843582062,-0.064719814,1.133868098,0.878279662,spec,0.116773534,0.48768599,0.97537198
2103,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.29925775,-0.781368228,-0.839225467,0.149184141,1.250013103,0.878279662,spec,0.116773534,0.447655001,0.895310001
2202,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.798572194,-1.825743599,-0.843582062,-0.338912288,-0.278179544,0.878279662,spec,0.116773534,0.362423024,0.724846047
2203,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.846440346,-1.030681252,-0.826017319,-0.343245318,0.775136119,0.878279662,spec,0.116773534,0.354252026,0.708504052
2204,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.970888168,-1.26209535,-0.843582062,-0.097775214,0.239932706,0.878279662,spec,0.116773534,0.333009031,0.666018063
2301,Dromogomphus_spinosus,0,Gomphidae,Dromogomphus,p,n,-0.336457942,-1.825743599,-0.843582062,-0.554441339,1.35507904,0.878279662,spec,0.116773534,0.441305002,0.882610004
2402,Dromogomphus_spinosus,0,Gomphidae,Dromogomphus,p,n,-0.050754613,-1.796306188,-0.843582062,-0.670956103,1.495997177,0.878279662,spec,0.116773534,0.490073989,0.980147978
2403,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,-0.266222808,-1.825743599,-0.843582062,-0.614357452,1.834955389,0.878279662,spec,0.116773534,0.453293999,0.906587998
2507,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,0.114859468,-1.825743599,-0.843582062,-0.879630114,-0.841292246,0.878279662,spec,0.116773534,0.518343981,1.036687963
2811,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,0.430176493,-1.825743599,-0.843582062,-1.340070565,1.070859065,0.878279662,spec,0.116773534,0.572167967,1.144335934
3017,Dromogomphus_spinosus,1,Gomphidae,Dromogomphus,p,n,0.583283108,-1.809332906,-0.843582062,-1.193275976,-0.278179544,0.878279662,spec,0.116773534,0.59830296,1.19660592
2101,Epitheca_canis,1,Corduliidae,Epitheca,f,y,-0.736509386,-1.044927343,-0.843582062,-0.398219247,1.30379733,-0.022649454,spec,-1.39829141,0.373017021,0.746034042
2168,Epitheca_canis,1,Corduliidae,Epitheca,f,y,0.227889467,0.888006102,1.48913724,0.841689752,0.485916779,-0.022649454,spec,-1.39829141,0.537637976,1.075275952
2169,Epitheca_canis,1,Corduliidae,Epitheca,f,y,0.347316728,1.090522294,2.105609484,-0.156252714,-0.278179544,-0.022649454,spec,-1.39829141,0.558023971,1.116047942
2268,Epitheca_canis,1,Corduliidae,Epitheca,f,y,0.540611266,1.099360523,1.925582235,0.40100122,-1.288259942,-0.022649454,spec,-1.39829141,0.591018962,1.182037924
