"FID","Genus_species","Persistence","Family","Genus","Repro_strategy","M_wing_color","z.temp.change","z.all.burned","z.high.burned","z.hist.temp","m.dark.score","z.per.obs"
2194,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.413441834,-1.8257435986964,-0.843582061881812,-0.338370588909191,0,-0.0771959218450439
2194,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-0.413441834,-1.8257435986964,-0.843582061881812,-0.338370588909191,2,-0.0771959218450439
2194,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",-0.413441834,-1.8257435986964,-0.843582061881812,-0.338370588909191,2,-0.0771959218450439
2194,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",-0.413441834,-1.8257435986964,-0.843582061881812,-0.338370588909191,2,-0.0771959218450439
2195,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,1,0.93288447588639
2195,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,2,0.93288447588639
2195,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,0,0.93288447588639
2195,"Sympetrum_obtrusum",1,"Libellulidae","Sympetrum","p","y",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,1,0.93288447588639
2195,"Macromia_illinoiensis",1,"Corduliidae","Macromia","f","n",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,0,0.93288447588639
2195,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,0,0.93288447588639
2195,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,2,0.93288447588639
2195,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,0,0.93288447588639
2195,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,2,0.93288447588639
2195,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,0,0.93288447588639
2195,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,2,0.93288447588639
2195,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,1,0.93288447588639
2195,"Sympetrum_internum",0,"Libellulidae","Sympetrum","p","y",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,1,0.93288447588639
2195,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,2,0.93288447588639
2195,"Epitheca_cynosura",1,"Corduliidae","Epitheca","p","y",-0.79507479,-1.8257435986964,-0.843582061881812,-0.354246905136329,2,0.93288447588639
2196,"Anax_junius",1,"Aeshnidae","Anax","f","n",-1.40495289,-1.8257435986964,-0.843582061881812,-0.331126698469863,0,0.485916779480221
2196,"Leucorrhinia_intacta",0,"Libellulidae","Leucorrhinia","p","y",-1.40495289,-1.8257435986964,-0.843582061881812,-0.331126698469863,2,0.485916779480221
2196,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-1.40495289,-1.8257435986964,-0.843582061881812,-0.331126698469863,2,0.485916779480221
2196,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-1.40495289,-1.8257435986964,-0.843582061881812,-0.331126698469863,2,0.485916779480221
2196,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-1.40495289,-1.8257435986964,-0.843582061881812,-0.331126698469863,1,0.485916779480221
2196,"Epitheca_cynosura",0,"Corduliidae","Epitheca","p","y",-1.40495289,-1.8257435986964,-0.843582061881812,-0.331126698469863,2,0.485916779480221
2196,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",-1.40495289,-1.8257435986964,-0.843582061881812,-0.331126698469863,1,0.485916779480221
2196,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-1.40495289,-1.8257435986964,-0.843582061881812,-0.331126698469863,1,0.485916779480221
2196,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",-1.40495289,-1.8257435986964,-0.843582061881812,-0.331126698469863,2,0.485916779480221
2196,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-1.40495289,-1.8257435986964,-0.843582061881812,-0.331126698469863,2,0.485916779480221
2198,"Leucorrhinia_intacta",1,"Libellulidae","Leucorrhinia","p","y",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,2,0.590982716497501
2198,"Anax_junius",1,"Aeshnidae","Anax","f","n",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,0,0.590982716497501
2198,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,1,0.590982716497501
2198,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,1,0.590982716497501
2198,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,2,0.590982716497501
2198,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,1,0.590982716497501
2198,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,2,0.590982716497501
2198,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,2,0.590982716497501
2198,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,2,0.590982716497501
2198,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,2,0.590982716497501
2198,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-1.379176379,-1.8257435986964,-0.843582061881812,-0.456561275235014,0,0.590982716497501
2199,"Sympetrum_semicinctum",1,"Libellulidae","Sympetrum","p","y",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,1,0.686900402030651
2199,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,1,0.686900402030651
2199,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,2,0.686900402030651
2199,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,2,0.686900402030651
2199,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,2,0.686900402030651
2199,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,1,0.686900402030651
2199,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,2,0.686900402030651
2199,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,0,0.686900402030651
2199,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,0,0.686900402030651
2199,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,2,0.686900402030651
2199,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,0,0.686900402030651
2199,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.466547304,-1.8257435986964,-0.843582061881812,-0.427584966049174,2,0.686900402030651
2200,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,2,1.07085906497528
2200,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,2,1.07085906497528
2200,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,0,1.07085906497528
2200,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,2,1.07085906497528
2200,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,2,1.07085906497528
2200,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,2,1.07085906497528
2200,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,1,1.07085906497528
2200,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,2,1.07085906497528
2200,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,1,1.07085906497528
2200,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,2,1.07085906497528
2200,"Leucorrhinia_intacta",0,"Libellulidae","Leucorrhinia","p","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,2,1.07085906497528
2200,"Sympetrum_rubicundulum",1,"Libellulidae","Sympetrum","p","n",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,0,1.07085906497528
2200,"Macromia_illinoiensis",1,"Corduliidae","Macromia","f","n",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,0,1.07085906497528
2200,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,1,1.07085906497528
2200,"Epitheca_cynosura",1,"Corduliidae","Epitheca","p","y",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,2,1.07085906497528
2200,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,0,1.07085906497528
2200,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",0.150805984,-1.55543169606729,-0.843582061881812,-0.314099529166247,0,1.07085906497528
2201,"Sympetrum_vicinum",0,"Libellulidae","Sympetrum","p","y",0.16186645,-1.6051666101385,-0.843582061881812,-0.264541841167505,1,0.485916779480221
2201,"Didymops_transversa",1,"Corduliidae","Didymops","f","y",0.16186645,-1.6051666101385,-0.843582061881812,-0.264541841167505,2,0.485916779480221
2201,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.16186645,-1.6051666101385,-0.843582061881812,-0.264541841167505,1,0.485916779480221
2201,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.16186645,-1.6051666101385,-0.843582061881812,-0.264541841167505,1,0.485916779480221
2201,"Leucorrhinia_intacta",1,"Libellulidae","Leucorrhinia","p","y",0.16186645,-1.6051666101385,-0.843582061881812,-0.264541841167505,2,0.485916779480221
2201,"Basiaeschna_janata",1,"Aeshnidae","Basiaeschna","f","y",0.16186645,-1.6051666101385,-0.843582061881812,-0.264541841167505,2,0.485916779480221
2201,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",0.16186645,-1.6051666101385,-0.843582061881812,-0.264541841167505,2,0.485916779480221
2201,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",0.16186645,-1.6051666101385,-0.843582061881812,-0.264541841167505,0,0.485916779480221
2201,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",0.16186645,-1.6051666101385,-0.843582061881812,-0.264541841167505,2,0.485916779480221
2201,"Epitheca_cynosura",1,"Corduliidae","Epitheca","p","y",0.16186645,-1.6051666101385,-0.843582061881812,-0.264541841167505,2,0.485916779480221
2202,"Dromogomphus_spinosus",1,"Gomphidae","Dromogomphus","p","n",-0.798572194,-1.8257435986964,-0.843582061881812,-0.33891228773509,0,-0.278179544395473
2202,"Sympetrum_rubicundulum",1,"Libellulidae","Sympetrum","p","n",-0.798572194,-1.8257435986964,-0.843582061881812,-0.33891228773509,0,-0.278179544395473
2202,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.798572194,-1.8257435986964,-0.843582061881812,-0.33891228773509,0,-0.278179544395473
2202,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.798572194,-1.8257435986964,-0.843582061881812,-0.33891228773509,2,-0.278179544395473
2202,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",-0.798572194,-1.8257435986964,-0.843582061881812,-0.33891228773509,2,-0.278179544395473
2203,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,1,0.775136119352618
2203,"Sympetrum_obtrusum",1,"Libellulidae","Sympetrum","p","y",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,1,0.775136119352618
2203,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,2,0.775136119352618
2203,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,0,0.775136119352618
2203,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,2,0.775136119352618
2203,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,2,0.775136119352618
2203,"Aeshna_tuberculifera",1,"Aeshnidae","Aeshna","f","n",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,0,0.775136119352618
2203,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,1,0.775136119352618
2203,"Dromogomphus_spinosus",1,"Gomphidae","Dromogomphus","p","n",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,0,0.775136119352618
2203,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,0,0.775136119352618
2203,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,0,0.775136119352618
2203,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,2,0.775136119352618
2203,"Sympetrum_rubicundulum",1,"Libellulidae","Sympetrum","p","n",-0.846440346,-1.03068125176168,-0.826017318706085,-0.343245317770882,0,0.775136119352618
2204,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",-0.970888168,-1.2620953499674,-0.843582061881812,-0.0977752142148872,2,0.239932705624482
2204,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.970888168,-1.2620953499674,-0.843582061881812,-0.0977752142148872,2,0.239932705624482
2204,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",-0.970888168,-1.2620953499674,-0.843582061881812,-0.0977752142148872,2,0.239932705624482
2204,"Dromogomphus_spinosus",1,"Gomphidae","Dromogomphus","p","n",-0.970888168,-1.2620953499674,-0.843582061881812,-0.0977752142148872,0,0.239932705624482
2204,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.970888168,-1.2620953499674,-0.843582061881812,-0.0977752142148872,2,0.239932705624482
2204,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",-0.970888168,-1.2620953499674,-0.843582061881812,-0.0977752142148872,1,0.239932705624482
2204,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",-0.970888168,-1.2620953499674,-0.843582061881812,-0.0977752142148872,0,0.239932705624482
2204,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",-0.970888168,-1.2620953499674,-0.843582061881812,-0.0977752142148872,2,0.239932705624482
2205,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",-0.927735946,-1.60786735869383,-0.843582061881812,-0.00666554518422079,0,-0.278179544395473
2205,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.927735946,-1.60786735869383,-0.843582061881812,-0.00666554518422079,2,-0.278179544395473
2205,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.927735946,-1.60786735869383,-0.843582061881812,-0.00666554518422079,1,-0.278179544395473
2205,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.927735946,-1.60786735869383,-0.843582061881812,-0.00666554518422079,0,-0.278179544395473
2205,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",-0.927735946,-1.60786735869383,-0.843582061881812,-0.00666554518422079,2,-0.278179544395473
2206,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",-0.156783946,-0.778416468727622,-0.843582061881812,-0.0241325761767529,2,-2.0523562660026
2268,"Epitheca_canis",1,"Corduliidae","Epitheca","f","y",0.540611266,1.09936052266417,1.92558223488095,0.401001220445123,2,-1.28825994212691
2268,"Rhionaeschna_californica",1,"Aeshnidae","Rhionaeschna","f","n",0.540611266,1.09936052266417,1.92558223488095,0.401001220445123,0,-1.28825994212691
2269,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",0.537371627,1.25591863699914,2.07367047173301,0.896070970176071,2,-0.0771959218450439
2269,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",0.537371627,1.25591863699914,2.07367047173301,0.896070970176071,1,-0.0771959218450439
2269,"Epitheca_canis",1,"Corduliidae","Epitheca","f","y",0.537371627,1.25591863699914,2.07367047173301,0.896070970176071,2,-0.0771959218450439
2269,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",0.537371627,1.25591863699914,2.07367047173301,0.896070970176071,0,-0.0771959218450439
2269,"Rhionaeschna_californica",1,"Aeshnidae","Rhionaeschna","f","n",0.537371627,1.25591863699914,2.07367047173301,0.896070970176071,0,-0.0771959218450439
2269,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",0.537371627,1.25591863699914,2.07367047173301,0.896070970176071,0,-0.0771959218450439
2270,"Sympetrum_vicinum",0,"Libellulidae","Sympetrum","p","y",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,1,0.590982716497501
2270,"Leucorrhinia_glacialis",1,"Libellulidae","Leucorrhinia","p","y",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,2,0.590982716497501
2270,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,2,0.590982716497501
2270,"Libellula_forensis",1,"Libellulidae","Libellula","f","y",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,2,0.590982716497501
2270,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,1,0.590982716497501
2270,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,2,0.590982716497501
2270,"Rhionaeschna_californica",1,"Aeshnidae","Rhionaeschna","f","n",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,0,0.590982716497501
2270,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,1,0.590982716497501
2270,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,2,0.590982716497501
2270,"Sympetrum_pallipes",1,"Libellulidae","Sympetrum","p","n",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,0,0.590982716497501
2270,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",0.180220497,0.929937776378132,1.96017547206379,-0.527936028261099,0,0.590982716497501
2271,"Aeshna_palmata",1,"Aeshnidae","Aeshna","f","n",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,0,0.590982716497501
2271,"Libellula_quadrimaculata",1,"Libellulidae","Libellula","p","y",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,2,0.590982716497501
2271,"Libellula_forensis",1,"Libellulidae","Libellula","f","y",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,2,0.590982716497501
2271,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,0,0.590982716497501
2271,"Sympetrum_pallipes",1,"Libellulidae","Sympetrum","p","n",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,0,0.590982716497501
2271,"Sympetrum_semicinctum",1,"Libellulidae","Sympetrum","p","y",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,1,0.590982716497501
2271,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,0,0.590982716497501
2271,"Aeshna_interrupta",1,"Aeshnidae","Aeshna","f","n",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,0,0.590982716497501
2271,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,2,0.590982716497501
2271,"Sympetrum_internum",0,"Libellulidae","Sympetrum","p","y",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,1,0.590982716497501
2271,"Rhionaeschna_californica",1,"Aeshnidae","Rhionaeschna","f","n",0.069176461,1.16890264508992,1.46638134003894,-0.476245739813934,0,0.590982716497501
2272,"Sympetrum_semicinctum",1,"Libellulidae","Sympetrum","p","y",0.531226273,0.602272934117427,0.522792415465802,0.137979439615764,1,-1.28825994212691
2272,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",0.531226273,0.602272934117427,0.522792415465802,0.137979439615764,0,-1.28825994212691
2275,"Libellula_quadrimaculata",1,"Libellulidae","Libellula","p","y",1.526486639,0.539547998728288,0.981118500617856,-0.596077966045076,2,-0.841292245720738
2275,"Sympetrum_pallipes",0,"Libellulidae","Sympetrum","p","n",1.526486639,0.539547998728288,0.981118500617856,-0.596077966045076,0,-0.841292245720738
2275,"Libellula_forensis",0,"Libellulidae","Libellula","f","y",1.526486639,0.539547998728288,0.981118500617856,-0.596077966045076,2,-0.841292245720738
2277,"Sympetrum_pallipes",1,"Libellulidae","Sympetrum","p","n",1.294123113,1.32314926200064,1.56693684339131,-0.471675774934664,0,-2.0523562660026
2280,"Rhionaeschna_californica",0,"Aeshnidae","Rhionaeschna","f","n",0.957247552,0.717613111309221,1.02197849040035,-0.869762749116554,0,-2.0523562660026
2282,"Epitheca_cynosura",0,"Corduliidae","Epitheca","p","y",1.262060649,0.846903501333154,1.82990164002239,-1.16907255871003,2,-0.0771959218450439
2282,"Aeshna_juncea",0,"Aeshnidae","Aeshna","f","n",1.262060649,0.846903501333154,1.82990164002239,-1.16907255871003,0,-0.0771959218450439
2282,"Ophiogomphus_severus",1,"Gomphidae","Ophiogomphus","p","n",1.262060649,0.846903501333154,1.82990164002239,-1.16907255871003,0,-0.0771959218450439
2282,"Leucorrhinia_hudsonica",0,"Libellulidae","Leucorrhinia","p","y",1.262060649,0.846903501333154,1.82990164002239,-1.16907255871003,2,-0.0771959218450439
2282,"Aeshna_umbrosa",0,"Aeshnidae","Aeshna","f","n",1.262060649,0.846903501333154,1.82990164002239,-1.16907255871003,0,-0.0771959218450439
2282,"Somatochlora_semicircularis",0,"Corduliidae","Somatochlora","f","y",1.262060649,0.846903501333154,1.82990164002239,-1.16907255871003,1,-0.0771959218450439
2292,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",-0.370646968,-0.915544004276268,-0.843582061881812,-0.446727544945064,2,-2.0523562660026
2294,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",-0.699145163,-0.5816064115176,-0.843582061881812,-0.442970221733208,2,-1.28825994212691
2294,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.699145163,-0.5816064115176,-0.843582061881812,-0.442970221733208,0,-1.28825994212691
2295,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",-1.270171031,-1.8257435986964,-0.843582061881812,-0.495811363256851,2,-1.28825994212691
2295,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-1.270171031,-1.8257435986964,-0.843582061881812,-0.495811363256851,2,-1.28825994212691
2296,"Aeshna_constricta",1,"Aeshnidae","Aeshna","f","n",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,0,0.686900402030651
2296,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,2,0.686900402030651
2296,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,2,0.686900402030651
2296,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,0,0.686900402030651
2296,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,1,0.686900402030651
2296,"Sympetrum_rubicundulum",1,"Libellulidae","Sympetrum","p","n",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,0,0.686900402030651
2296,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,2,0.686900402030651
2296,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,0,0.686900402030651
2296,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,2,0.686900402030651
2296,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,0,0.686900402030651
2296,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,0,0.686900402030651
2296,"Sympetrum_internum",0,"Libellulidae","Sympetrum","p","y",-0.807834163,-0.352194586306165,-0.843582061881812,-0.472285116042376,1,0.686900402030651
2297,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.744552829,-0.170330288934634,-0.775676297173276,-0.526344939781442,2,-0.278179544395473
2297,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.744552829,-0.170330288934634,-0.775676297173276,-0.526344939781442,2,-0.278179544395473
2297,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",-0.744552829,-0.170330288934634,-0.775676297173276,-0.526344939781442,1,-0.278179544395473
2297,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.744552829,-0.170330288934634,-0.775676297173276,-0.526344939781442,0,-0.278179544395473
