"FID","Genus_species","Persistence","Family","Genus","Repro_strategy","M_wing_color","z.temp.change","z.all.burned","z.high.burned","z.hist.temp","m.dark.score","z.per.obs"
470,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",0.856531695,-1.1736257903168,-0.843582061881812,2.08347722568853,0,-0.524163618251212
470,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.856531695,-1.1736257903168,-0.843582061881812,2.08347722568853,0,-0.524163618251212
470,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",0.856531695,-1.1736257903168,-0.843582061881812,2.08347722568853,0,-0.524163618251212
470,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.856531695,-1.1736257903168,-0.843582061881812,2.08347722568853,1,-0.524163618251212
471,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.660308008,-0.359251370815023,-0.843582061881812,1.92625656904246,0,-0.841292245720738
471,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",0.660308008,-0.359251370815023,-0.843582061881812,1.92625656904246,0,-0.841292245720738
471,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.660308008,-0.359251370815023,-0.843582061881812,1.92625656904246,1,-0.841292245720738
487,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.64728751,0.68540801661749,-0.517261250884696,1.94919627171934,1,-0.524163618251212
487,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.64728751,0.68540801661749,-0.517261250884696,1.94919627171934,2,-0.524163618251212
487,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.64728751,0.68540801661749,-0.517261250884696,1.94919627171934,0,-0.524163618251212
487,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.64728751,0.68540801661749,-0.517261250884696,1.94919627171934,1,-0.524163618251212
571,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",1.073347299,0.534826760489396,-0.842741633281762,1.9690778705726,1,-2.0523562660026
587,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.575119138,1.24515842082042,0.725875996686828,1.98063236819188,0,-0.0771959218450439
587,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.575119138,1.24515842082042,0.725875996686828,1.98063236819188,1,-0.0771959218450439
587,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.575119138,1.24515842082042,0.725875996686828,1.98063236819188,1,-0.0771959218450439
587,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.575119138,1.24515842082042,0.725875996686828,1.98063236819188,2,-0.0771959218450439
587,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",-0.575119138,1.24515842082042,0.725875996686828,1.98063236819188,0,-0.0771959218450439
587,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.575119138,1.24515842082042,0.725875996686828,1.98063236819188,0,-0.0771959218450439
588,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.498170396,1.49800062428031,-0.292484232232372,1.95589304447594,0,0.0927333097559504
588,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.498170396,1.49800062428031,-0.292484232232372,1.95589304447594,1,0.0927333097559504
588,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.498170396,1.49800062428031,-0.292484232232372,1.95589304447594,0,0.0927333097559504
588,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",-0.498170396,1.49800062428031,-0.292484232232372,1.95589304447594,0,0.0927333097559504
588,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.498170396,1.49800062428031,-0.292484232232372,1.95589304447594,2,0.0927333097559504
588,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.498170396,1.49800062428031,-0.292484232232372,1.95589304447594,1,0.0927333097559504
588,"Celithemis_elisa",0,"Libellulidae","Celithemis","p","y",-0.498170396,1.49800062428031,-0.292484232232372,1.95589304447594,2,0.0927333097559504
673,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",2.140242932,0.45172441719059,-0.1484682785084,1.77890346382725,2,-0.841292245720738
673,"Anax_junius",1,"Aeshnidae","Anax","f","n",2.140242932,0.45172441719059,-0.1484682785084,1.77890346382725,0,-0.841292245720738
673,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",2.140242932,0.45172441719059,-0.1484682785084,1.77890346382725,2,-0.841292245720738
687,"Anax_junius",1,"Aeshnidae","Anax","f","n",-1.004743271,0.661051143664928,0.0122539240224108,2.01403214626543,0,-0.0771959218450439
687,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-1.004743271,0.661051143664928,0.0122539240224108,2.01403214626543,1,-0.0771959218450439
687,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-1.004743271,0.661051143664928,0.0122539240224108,2.01403214626543,2,-0.0771959218450439
687,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-1.004743271,0.661051143664928,0.0122539240224108,2.01403214626543,1,-0.0771959218450439
687,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-1.004743271,0.661051143664928,0.0122539240224108,2.01403214626543,0,-0.0771959218450439
687,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",-1.004743271,0.661051143664928,0.0122539240224108,2.01403214626543,0,-0.0771959218450439
688,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.680427901,1.19004044118085,-0.143554138903867,2.0378629706052,1,-0.278179544395473
688,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.680427901,1.19004044118085,-0.143554138903867,2.0378629706052,2,-0.278179544395473
688,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.680427901,1.19004044118085,-0.143554138903867,2.0378629706052,0,-0.278179544395473
688,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.680427901,1.19004044118085,-0.143554138903867,2.0378629706052,0,-0.278179544395473
688,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",-0.680427901,1.19004044118085,-0.143554138903867,2.0378629706052,0,-0.278179544395473
689,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.627761803,1.08720517760202,-0.576678632245144,1.97557732219773,1,-0.278179544395473
689,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.627761803,1.08720517760202,-0.576678632245144,1.97557732219773,0,-0.278179544395473
689,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.627761803,1.08720517760202,-0.576678632245144,1.97557732219773,1,-0.278179544395473
689,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.627761803,1.08720517760202,-0.576678632245144,1.97557732219773,0,-0.278179544395473
689,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.627761803,1.08720517760202,-0.576678632245144,1.97557732219773,2,-0.278179544395473
788,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.52916665,0.372779215165522,-0.457500690428882,1.89183019788526,0,-2.0523562660026
789,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.41954618,1.26808777690347,0.0434710549471929,1.97159969442715,0,-0.278179544395473
789,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.41954618,1.26808777690347,0.0434710549471929,1.97159969442715,0,-0.278179544395473
789,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.41954618,1.26808777690347,0.0434710549471929,1.97159969442715,1,-0.278179544395473
789,"Epitheca_cynosura",0,"Corduliidae","Epitheca","p","y",-0.41954618,1.26808777690347,0.0434710549471929,1.97159969442715,2,-0.278179544395473
789,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",-0.41954618,1.26808777690347,0.0434710549471929,1.97159969442715,0,-0.278179544395473
790,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",-0.248097235,0.240343395461025,-0.438912987467437,1.8705716488257,2,-2.0523562660026
869,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",2.056598155,-0.0218191644428568,-0.843582061881812,1.87844207122889,1,-1.28825994212691
869,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",2.056598155,-0.0218191644428568,-0.843582061881812,1.87844207122889,0,-1.28825994212691
872,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",1.487218469,-0.691131993504072,-0.745041743580124,1.68950316384085,0,-2.0523562660026
873,"Hagenius_brevistylus",1,"Gomphidae","Hagenius","f","n",1.960773977,-0.99075501436051,-0.438892346435057,1.63161800089385,0,-1.28825994212691
873,"Dromogomphus_spinosus",1,"Gomphidae","Dromogomphus","p","n",1.960773977,-0.99075501436051,-0.438892346435057,1.63161800089385,0,-1.28825994212691
874,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",2.304796661,-1.21432000399671,-0.30812424907466,1.54184548150034,2,-0.524163618251212
874,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",2.304796661,-1.21432000399671,-0.30812424907466,1.54184548150034,2,-0.524163618251212
874,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",2.304796661,-1.21432000399671,-0.30812424907466,1.54184548150034,1,-0.524163618251212
874,"Dromogomphus_spinosus",1,"Gomphidae","Dromogomphus","p","n",2.304796661,-1.21432000399671,-0.30812424907466,1.54184548150034,0,-0.524163618251212
875,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",2.086258718,-0.68088999479547,0.0448061619719208,1.62191974202466,1,-0.524163618251212
875,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",2.086258718,-0.68088999479547,0.0448061619719208,1.62191974202466,0,-0.524163618251212
875,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",2.086258718,-0.68088999479547,0.0448061619719208,1.62191974202466,0,-0.524163618251212
875,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",2.086258718,-0.68088999479547,0.0448061619719208,1.62191974202466,1,-0.524163618251212
876,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",1.817474153,-0.251608090121972,-0.458541024114314,1.48037210104602,2,-0.524163618251212
876,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",1.817474153,-0.251608090121972,-0.458541024114314,1.48037210104602,1,-0.524163618251212
876,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",1.817474153,-0.251608090121972,-0.458541024114314,1.48037210104602,2,-0.524163618251212
876,"Libellula_pulchella",0,"Libellulidae","Libellula","p","y",1.817474153,-0.251608090121972,-0.458541024114314,1.48037210104602,2,-0.524163618251212
889,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.048233046,0.730009380601688,0.117152900804346,1.85181829333593,1,-1.28825994212691
889,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.048233046,0.730009380601688,0.117152900804346,1.85181829333593,0,-1.28825994212691
890,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,0,0.775136119352618
890,"Macromia_illinoiensis",1,"Corduliidae","Macromia","f","n",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,0,0.775136119352618
890,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,2,0.775136119352618
890,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,1,0.775136119352618
890,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,0,0.775136119352618
890,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,2,0.775136119352618
890,"Hagenius_brevistylus",1,"Gomphidae","Hagenius","f","n",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,0,0.775136119352618
890,"Boyeria_vinosa",0,"Aeshnidae","Boyeria","f","y",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,2,0.775136119352618
890,"Dromogomphus_spinosus",0,"Gomphidae","Dromogomphus","p","n",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,0,0.775136119352618
890,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,0,0.775136119352618
890,"Pantala_hymenaea",0,"Libellulidae","Pantala","f","y",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,2,0.775136119352618
890,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,0,0.775136119352618
890,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.006231549,1.0360293080019,1.25377355512226,1.84492961830469,1,0.775136119352618
891,"Anax_junius",0,"Aeshnidae","Anax","f","n",-0.093051523,-1.38007614739312,-0.843582061881812,1.63557881152254,0,-2.0523562660026
972,"Anax_junius",1,"Aeshnidae","Anax","f","n",1.987757297,0.749371842489668,-0.760973667766406,1.59191086032694,0,-1.28825994212691
972,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",1.987757297,0.749371842489668,-0.760973667766406,1.59191086032694,0,-1.28825994212691
974,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",2.495941204,-0.145616161141482,-0.241445497570459,1.3500797994182,1,-0.524163618251212
974,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",2.495941204,-0.145616161141482,-0.241445497570459,1.3500797994182,2,-0.524163618251212
974,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",2.495941204,-0.145616161141482,-0.241445497570459,1.3500797994182,0,-0.524163618251212
974,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",2.495941204,-0.145616161141482,-0.241445497570459,1.3500797994182,2,-0.524163618251212
975,"Anax_junius",1,"Aeshnidae","Anax","f","n",2.332980932,-0.12123535291004,-0.674185000528769,1.34845488979764,0,0.0927333097559504
975,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",2.332980932,-0.12123535291004,-0.674185000528769,1.34845488979764,2,0.0927333097559504
975,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",2.332980932,-0.12123535291004,-0.674185000528769,1.34845488979764,2,0.0927333097559504
975,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",2.332980932,-0.12123535291004,-0.674185000528769,1.34845488979764,2,0.0927333097559504
975,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",2.332980932,-0.12123535291004,-0.674185000528769,1.34845488979764,0,0.0927333097559504
975,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",2.332980932,-0.12123535291004,-0.674185000528769,1.34845488979764,0,0.0927333097559504
975,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",2.332980932,-0.12123535291004,-0.674185000528769,1.34845488979764,0,0.0927333097559504
976,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",1.752845411,0.0710404733213335,0.283593897202693,1.46337893974044,2,-2.0523562660026
977,"Didymops_transversa",1,"Corduliidae","Didymops","f","y",1.700314054,0.650037835961246,0.356492751083116,1.45337591688883,2,-0.841292245720738
977,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",1.700314054,0.650037835961246,0.356492751083116,1.45337591688883,1,-0.841292245720738
977,"Epitheca_cynosura",0,"Corduliidae","Epitheca","p","y",1.700314054,0.650037835961246,0.356492751083116,1.45337591688883,2,-0.841292245720738
978,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",1.574296208,0.447984351247902,0.189029945952654,1.43623046702061,1,-1.28825994212691
978,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",1.574296208,0.447984351247902,0.189029945952654,1.43623046702061,2,-1.28825994212691
982,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",0.412812498,-0.876282971138073,-0.607094079575329,1.40312405464441,0,-2.0523562660026
983,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.241172727,0.454885634086037,0.160563765493044,1.25810685043733,1,-0.0771959218450439
983,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.241172727,0.454885634086037,0.160563765493044,1.25810685043733,2,-0.0771959218450439
983,"Gomphus_exilis",1,"Gomphidae","Phanogomphus","p","n",-0.241172727,0.454885634086037,0.160563765493044,1.25810685043733,0,-0.0771959218450439
983,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.241172727,0.454885634086037,0.160563765493044,1.25810685043733,1,-0.0771959218450439
983,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.241172727,0.454885634086037,0.160563765493044,1.25810685043733,0,-0.0771959218450439
983,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.241172727,0.454885634086037,0.160563765493044,1.25810685043733,2,-0.0771959218450439
985,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.822075685,0.0560624401106857,-0.142703019216944,1.22381576384375,1,-0.841292245720738
985,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.822075685,0.0560624401106857,-0.142703019216944,1.22381576384375,0,-0.841292245720738
985,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.822075685,0.0560624401106857,-0.142703019216944,1.22381576384375,0,-0.841292245720738
986,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-1.355959945,0.0867771703575241,0.0792872263246681,1.35586825965576,0,-1.28825994212691
986,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-1.355959945,0.0867771703575241,0.0792872263246681,1.35586825965576,1,-1.28825994212691
987,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.576530988,1.41590300385334,0.757803735322417,1.32057860854835,1,-1.28825994212691
987,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.576530988,1.41590300385334,0.757803735322417,1.32057860854835,0,-1.28825994212691
988,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.494160822,1.05910048795644,0.330689586750057,1.48447025166679,1,-2.0523562660026
990,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.670202673,0.912700206522323,0.779535218570813,1.66634894917634,0,0.239932705624482
990,"Cordulegaster_maculata",0,"Cordulegastridae","Cordulegaster","f","n",0.670202673,0.912700206522323,0.779535218570813,1.66634894917634,0,0.239932705624482
990,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",0.670202673,0.912700206522323,0.779535218570813,1.66634894917634,0,0.239932705624482
990,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.670202673,0.912700206522323,0.779535218570813,1.66634894917634,1,0.239932705624482
990,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.670202673,0.912700206522323,0.779535218570813,1.66634894917634,1,0.239932705624482
990,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",0.670202673,0.912700206522323,0.779535218570813,1.66634894917634,2,0.239932705624482
990,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",0.670202673,0.912700206522323,0.779535218570813,1.66634894917634,0,0.239932705624482
990,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",0.670202673,0.912700206522323,0.779535218570813,1.66634894917634,2,0.239932705624482
991,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.713507211,0.856905881428632,0.232379266771537,1.61802115482095,1,-0.278179544395473
991,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.713507211,0.856905881428632,0.232379266771537,1.61802115482095,0,-0.278179544395473
991,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.713507211,0.856905881428632,0.232379266771537,1.61802115482095,1,-0.278179544395473
991,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",0.713507211,0.856905881428632,0.232379266771537,1.61802115482095,0,-0.278179544395473
991,"Epitheca_cynosura",0,"Corduliidae","Epitheca","p","y",0.713507211,0.856905881428632,0.232379266771537,1.61802115482095,2,-0.278179544395473
1074,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",2.179710285,0.230237546664755,-0.576497045486698,1.34080458509603,0,-2.0523562660026
1075,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",2.334902454,0.23092615593017,-0.384882027867779,1.36091228107911,0,-2.0523562660026
1077,"Macromia_illinoiensis",1,"Corduliidae","Macromia","f","n",1.888218958,-0.68289800054266,-0.843582061881812,1.33274805298929,0,-2.0523562660026
1078,"Epitheca_cynosura",0,"Corduliidae","Epitheca","p","y",1.749658497,-0.489135706757133,-0.27609555756487,1.36421273860304,2,-0.841292245720738
1078,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",1.749658497,-0.489135706757133,-0.27609555756487,1.36421273860304,0,-0.841292245720738
1078,"Cordulegaster_maculata",0,"Cordulegastridae","Cordulegaster","f","n",1.749658497,-0.489135706757133,-0.27609555756487,1.36421273860304,0,-0.841292245720738
1080,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",1.211450813,0.974897828120301,0.748959091595822,1.28588148140676,0,-1.28825994212691
1080,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",1.211450813,0.974897828120301,0.748959091595822,1.28588148140676,2,-1.28825994212691
1082,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.064068026,0.218552620257119,-0.843582061881812,1.32352366380705,0,-0.841292245720738
1082,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.064068026,0.218552620257119,-0.843582061881812,1.32352366380705,1,-0.841292245720738
1082,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",0.064068026,0.218552620257119,-0.843582061881812,1.32352366380705,0,-0.841292245720738
1083,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.455041607,0.677773790001657,-0.843582061881812,1.35085824623044,2,-0.278179544395473
1083,"Basiaeschna_janata",0,"Aeshnidae","Basiaeschna","f","y",-0.455041607,0.677773790001657,-0.843582061881812,1.35085824623044,2,-0.278179544395473
1083,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",-0.455041607,0.677773790001657,-0.843582061881812,1.35085824623044,0,-0.278179544395473
1083,"Didymops_transversa",0,"Corduliidae","Didymops","f","y",-0.455041607,0.677773790001657,-0.843582061881812,1.35085824623044,2,-0.278179544395473
1083,"Macromia_illinoiensis",1,"Corduliidae","Macromia","f","n",-0.455041607,0.677773790001657,-0.843582061881812,1.35085824623044,0,-0.278179544395473
1085,"Sympetrum_corruptum",0,"Libellulidae","Sympetrum","p","n",-0.659543069,0.751252479873831,-0.196453991288803,1.29437824891668,0,-2.0523562660026
1086,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-1.078054011,1.08057225800366,0.26719245415041,1.26863456811582,0,-1.28825994212691
1086,"Epitheca_cynosura",1,"Corduliidae","Epitheca","p","y",-1.078054011,1.08057225800366,0.26719245415041,1.26863456811582,2,-1.28825994212691
1088,"Macromia_illinoiensis",1,"Corduliidae","Macromia","f","n",-0.515147743,0.68056904079551,-0.273455898193617,1.38418458945109,0,-2.0523562660026
1089,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.109208709,1.10465049155185,0.198817734549769,1.51021169018207,0,-0.841292245720738
1089,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",-0.109208709,1.10465049155185,0.198817734549769,1.51021169018207,0,-0.841292245720738
1089,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.109208709,1.10465049155185,0.198817734549769,1.51021169018207,0,-0.841292245720738
1090,"Epitheca_cynosura",0,"Corduliidae","Epitheca","p","y",0.237133861,1.19267046252728,0.774992342270877,1.56005713816421,2,-1.28825994212691
1090,"Didymops_transversa",0,"Corduliidae","Didymops","f","y",0.237133861,1.19267046252728,0.774992342270877,1.56005713816421,2,-1.28825994212691
1091,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",0.400293315,1.17502239306514,0.265508156293584,1.49621422241799,0,-0.841292245720738
1091,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.400293315,1.17502239306514,0.265508156293584,1.49621422241799,1,-0.841292245720738
1091,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",0.400293315,1.17502239306514,0.265508156293584,1.49621422241799,2,-0.841292245720738
1165,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",-0.070045988,0.707514901455052,-0.0420479741524177,1.74523853548327,2,-0.841292245720738
1165,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.070045988,0.707514901455052,-0.0420479741524177,1.74523853548327,1,-0.841292245720738
1165,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.070045988,0.707514901455052,-0.0420479741524177,1.74523853548327,2,-0.841292245720738
1166,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",1.287526669,0.719832085558813,0.83123215039193,1.18646134142686,0,-0.841292245720738
1166,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",1.287526669,0.719832085558813,0.83123215039193,1.18646134142686,1,-0.841292245720738
1166,"Pantala_flavescens",0,"Libellulidae","Pantala","f","n",1.287526669,0.719832085558813,0.83123215039193,1.18646134142686,0,-0.841292245720738
1167,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",1.279430502,1.09234521421926,1.28791993735009,1.23486817634912,2,-0.0771959218450439
1167,"Perithemis_tenera",0,"Libellulidae","Perithemis","p","y",1.279430502,1.09234521421926,1.28791993735009,1.23486817634912,1,-0.0771959218450439
1167,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",1.279430502,1.09234521421926,1.28791993735009,1.23486817634912,1,-0.0771959218450439
1167,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",1.279430502,1.09234521421926,1.28791993735009,1.23486817634912,1,-0.0771959218450439
1167,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",1.279430502,1.09234521421926,1.28791993735009,1.23486817634912,0,-0.0771959218450439
1167,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",1.279430502,1.09234521421926,1.28791993735009,1.23486817634912,0,-0.0771959218450439
1171,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",1.944581642,0.79238382847968,0.378849482452458,1.10946723386774,2,-2.0523562660026
1177,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",1.873637655,0.105215261425657,0.254261054191294,1.20110197143955,1,-1.28825994212691
1177,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",1.873637655,0.105215261425657,0.254261054191294,1.20110197143955,2,-1.28825994212691
1179,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",2.049169834,-0.790706701015791,-0.34045081796224,1.22312196331234,0,-1.28825994212691
1179,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",2.049169834,-0.790706701015791,-0.34045081796224,1.22312196331234,0,-1.28825994212691
1182,"Epitheca_cynosura",1,"Corduliidae","Epitheca","p","y",-0.69657337,0.882278068988337,0.0164722811121188,1.17256552394263,2,-2.0523562660026
1185,"Epitheca_cynosura",1,"Corduliidae","Epitheca","p","y",-0.88081098,0.774164869159026,-0.540991157388982,1.20255740164132,2,-2.0523562660026
1188,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.821999527,-0.103890592212321,-0.795274111752356,1.22995981320365,1,-2.0523562660026
1191,"Epitheca_cynosura",0,"Corduliidae","Epitheca","p","y",0.608889727,0.717609538326752,0.946782342229137,1.45784423148825,2,-2.0523562660026
1192,"Epitheca_cynosura",0,"Corduliidae","Epitheca","p","y",0.261768004,0.573189588540826,0.110555459861248,1.36700531844196,2,-1.28825994212691
