FID,Persistence,Family,Genus,Genus_species,Repro_strategy,M_wing_color,z.temp.change,z.burned
1565,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,-1.641259051,1.915909627
1565,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-1.641259051,1.915909627
1569,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.029181862,1.081772446
1569,1,Libellulidae,Libellula,Libellula_saturata,p,y,0.029181862,1.081772446
1572,0,Aeshnidae,Aeshna,Aeshna_palmata,f,n,1.373503049,0.615420115
1573,0,Aeshnidae,Aeshna,Aeshna_palmata,f,n,1.666658133,1.338065852
1575,1,Aeshnidae,Anax,Anax_junius,f,n,1.97222695,0.339529116
1575,0,Libellulidae,Sympetrum,Sympetrum_pallipes,p,n,1.97222695,0.339529116
1575,0,Aeshnidae,Aeshna,Aeshna_palmata,f,n,1.97222695,0.339529116
1576,0,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,2.361042179,0.467830286
1576,0,Libellulidae,Libellula,Libellula_pulchella,p,y,2.361042179,0.467830286
1576,0,Libellulidae,Perithemis,Perithemis_tenera,p,y,2.361042179,0.467830286
1582,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,1.569416246,-0.974789473
1583,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,1.147413759,0.767874327
1584,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,1.157859104,0.690809828
1588,1,Libellulidae,Pantala,Pantala_hymenaea,f,y,-1.572693533,-0.974789473
1590,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-1.032130814,-0.369719526
1590,0,Gomphidae,Stylogomphus,Stylogomphus_albistylus,p,n,-1.032130814,-0.369719526
1590,1,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,-1.032130814,-0.369719526
1590,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-1.032130814,-0.369719526
1591,0,Corduliidae,Epitheca,Epitheca_princeps,f,y,-0.591897304,-0.974789473
1591,0,Aeshnidae,Anax,Anax_junius,f,n,-0.591897304,-0.974789473
1591,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.591897304,-0.974789473
1591,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.591897304,-0.974789473
1591,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,-0.591897304,-0.974789473
1591,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.591897304,-0.974789473
1592,0,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,-0.393125257,0.206843437
1592,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,-0.393125257,0.206843437
1592,0,Corduliidae,Macromia,Macromia_illinoiensis,f,n,-0.393125257,0.206843437
1592,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,-0.393125257,0.206843437
1592,1,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,-0.393125257,0.206843437
1593,0,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,-0.533361191,0.40241204
1593,1,Corduliidae,Didymops,Didymops_transversa,f,y,-0.533361191,0.40241204
1594,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,-0.555640298,-0.135642124
1594,1,Aeshnidae,Aeshna,Aeshna_umbrosa,f,n,-0.555640298,-0.135642124
1594,0,Corduliidae,Macromia,Macromia_illinoiensis,f,n,-0.555640298,-0.135642124
1594,1,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,-0.555640298,-0.135642124
1594,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.555640298,-0.135642124
1663,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-2.175893173,0.384382057
1663,1,Libellulidae,Libellula,Libellula_saturata,p,y,-2.175893173,0.384382057
1664,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-2.071644763,1.993869762
1664,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-2.071644763,1.993869762
1664,1,Aeshnidae,Anax,Anax_junius,f,n,-2.071644763,1.993869762
1664,0,Aeshnidae,Aeshna,Aeshna_interrupta,f,n,-2.071644763,1.993869762
1664,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,-2.071644763,1.993869762
1664,1,Libellulidae,Libellula,Libellula_saturata,p,y,-2.071644763,1.993869762
1665,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-2.136343804,1.771705051
1665,1,Libellulidae,Libellula,Libellula_saturata,p,y,-2.136343804,1.771705051
1665,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,-2.136343804,1.771705051
1666,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-1.297623015,1.560057712
1666,1,Libellulidae,Libellula,Libellula_saturata,p,y,-1.297623015,1.560057712
1666,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,-1.297623015,1.560057712
1666,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-1.297623015,1.560057712
1666,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-1.297623015,1.560057712
1667,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,-1.185940424,-0.664677493
1667,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-1.185940424,-0.664677493
1667,0,Libellulidae,Pantala,Pantala_hymenaea,f,y,-1.185940424,-0.664677493
1667,1,Libellulidae,Libellula,Libellula_saturata,p,y,-1.185940424,-0.664677493
1669,1,Libellulidae,Libellula,Libellula_saturata,p,y,0.026410887,0.464830956
1673,0,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,1.432537117,-0.453418581
1675,1,Libellulidae,Libellula,Libellula_quadrimaculata,p,y,2.371768723,1.336172079
1675,0,Aeshnidae,Anax,Anax_junius,f,n,2.371768723,1.336172079
1675,1,Libellulidae,Sympetrum,Sympetrum_pallipes,p,n,2.371768723,1.336172079
1675,0,Libellulidae,Sympetrum,Sympetrum_internum,p,y,2.371768723,1.336172079
1676,1,Libellulidae,Sympetrum,Sympetrum_semicinctum,p,y,2.38079636,1.007910353
1677,0,Libellulidae,Perithemis,Perithemis_tenera,p,y,3.024886919,0.550729318
1678,0,Libellulidae,Celithemis,Celithemis_eponina,p,y,2.78681741,0.97434108
1678,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,2.78681741,0.97434108
1678,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,2.78681741,0.97434108
1683,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,1.69241121,0.205368633
1683,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,1.69241121,0.205368633
1683,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,1.69241121,0.205368633
1685,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.480165348,0.532679989
1685,1,Aeshnidae,Anax,Anax_junius,f,n,0.480165348,0.532679989
1686,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.057864088,0.640605428
1688,0,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,-1.275478649,-0.582488689
1688,0,Corduliidae,Epitheca,Epitheca_princeps,f,y,-1.275478649,-0.582488689
1688,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-1.275478649,-0.582488689
1688,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-1.275478649,-0.582488689
1688,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-1.275478649,-0.582488689
1688,0,Gomphidae,Stylogomphus,Stylogomphus_albistylus,p,n,-1.275478649,-0.582488689
1688,0,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,-1.275478649,-0.582488689
1692,0,Corduliidae,Didymops,Didymops_transversa,f,y,-0.569278415,-0.974789473
1693,0,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,-0.332773072,0.252029182
1694,1,Libellulidae,Pantala,Pantala_hymenaea,f,y,-0.361683772,0.817293423
1694,1,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,-0.361683772,0.817293423
1694,0,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.361683772,0.817293423
1694,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.361683772,0.817293423
1694,1,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,-0.361683772,0.817293423
1694,1,Aeshnidae,Anax,Anax_junius,f,n,-0.361683772,0.817293423
1694,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.361683772,0.817293423
1694,1,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,-0.361683772,0.817293423
1695,1,Gomphidae,Stylogomphus,Stylogomphus_albistylus,p,n,0.41191032,0.503837763
1697,1,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,-0.012992025,-0.974789473
1699,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,0.377416662,-0.230710081
1699,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,0.377416662,-0.230710081
1764,0,Libellulidae,Plathemis,Plathemis_lydia,p,y,-2.214604805,1.682957255
1765,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-1.467425779,1.322892991
1765,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-1.467425779,1.322892991
1765,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,-1.467425779,1.322892991
1768,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-1.164370171,0.658770785
1769,1,Libellulidae,Libellula,Libellula_saturata,p,y,-0.533800564,0.537552967
1774,0,Libellulidae,Libellula,Libellula_luctuosa,p,y,1.469514693,-0.006192675
1775,0,Libellulidae,Libellula,Libellula_forensis,f,y,2.246986978,0.366367655
1776,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,2.58389183,0.469454232
1776,1,Aeshnidae,Aeshna,Aeshna_interrupta,f,n,2.58389183,0.469454232
1776,0,Aeshnidae,Aeshna,Aeshna_umbrosa,f,n,2.58389183,0.469454232
1776,1,Aeshnidae,Aeshna,Aeshna_palmata,f,n,2.58389183,0.469454232
1776,0,Libellulidae,Pantala,Pantala_flavescens,f,n,2.58389183,0.469454232
1777,1,Libellulidae,Sympetrum,Sympetrum_danae,p,n,2.699517055,1.261910121
1777,1,Aeshnidae,Aeshna,Aeshna_palmata,f,n,2.699517055,1.261910121
1779,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,2.35649614,0.209404422
1779,0,Aeshnidae,Aeshna,Aeshna_umbrosa,f,n,2.35649614,0.209404422
1779,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,2.35649614,0.209404422
1780,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,2.820725238,-0.320930529
1782,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,2.626710129,0.79153169
1782,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,2.626710129,0.79153169
1782,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,2.626710129,0.79153169
1782,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,2.626710129,0.79153169
1782,0,Libellulidae,Sympetrum,Sympetrum_semicinctum,p,y,2.626710129,0.79153169
1782,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,2.626710129,0.79153169
1782,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,2.626710129,0.79153169
1784,0,Corduliidae,Epitheca,Epitheca_princeps,f,y,1.572544577,-0.07923677
1784,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,1.572544577,-0.07923677
1784,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,1.572544577,-0.07923677
1784,1,Aeshnidae,Anax,Anax_junius,f,n,1.572544577,-0.07923677
1784,1,Corduliidae,Macromia,Macromia_illinoiensis,f,n,1.572544577,-0.07923677
1784,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,1.572544577,-0.07923677
1784,0,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,1.572544577,-0.07923677
1784,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,1.572544577,-0.07923677
1784,0,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,1.572544577,-0.07923677
1784,0,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,1.572544577,-0.07923677
1785,0,Libellulidae,Libellula,Libellula_pulchella,p,y,1.396057496,1.230973424
1785,0,Aeshnidae,Aeshna,Aeshna_umbrosa,f,n,1.396057496,1.230973424
1785,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,1.396057496,1.230973424
1785,0,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,1.396057496,1.230973424
1785,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,1.396057496,1.230973424
1785,0,Corduliidae,Epitheca,Epitheca_princeps,f,y,1.396057496,1.230973424
1785,0,Libellulidae,Pantala,Pantala_hymenaea,f,y,1.396057496,1.230973424
1786,0,Aeshnidae,Anax,Anax_junius,f,n,0.900047132,-0.139758744
1786,0,Corduliidae,Macromia,Macromia_illinoiensis,f,n,0.900047132,-0.139758744
1786,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,0.900047132,-0.139758744
1786,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.900047132,-0.139758744
1786,0,Gomphidae,Stylogomphus,Stylogomphus_albistylus,p,n,0.900047132,-0.139758744
1786,0,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,0.900047132,-0.139758744
1786,0,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,0.900047132,-0.139758744
1786,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.900047132,-0.139758744
1786,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.900047132,-0.139758744
1786,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.900047132,-0.139758744
1786,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,0.900047132,-0.139758744
1786,1,Libellulidae,Libellula,Libellula_incesta,p,n,0.900047132,-0.139758744
1786,0,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,0.900047132,-0.139758744
1786,0,Corduliidae,Epitheca,Epitheca_princeps,f,y,0.900047132,-0.139758744
1790,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.48566293,-0.479401357
1790,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.48566293,-0.479401357
1791,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,0.129780553,-0.390298226
1791,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,0.129780553,-0.390298226
1791,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.129780553,-0.390298226
1791,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.129780553,-0.390298226
1791,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.129780553,-0.390298226
1793,0,Corduliidae,Didymops,Didymops_transversa,f,y,-0.209526202,-0.33617265
1793,1,Corduliidae,Macromia,Macromia_illinoiensis,f,n,-0.209526202,-0.33617265
1794,0,Corduliidae,Macromia,Macromia_illinoiensis,f,n,-0.448568188,0.045207514
1795,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,-0.434543423,1.147654746
1795,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,-0.434543423,1.147654746
1796,1,Gomphidae,Stylogomphus,Stylogomphus_albistylus,p,n,-0.230586782,0.73303403
1796,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,-0.230586782,0.73303403
1796,0,Aeshnidae,Aeshna,Aeshna_tuberculifera,f,n,-0.230586782,0.73303403
1797,1,Libellulidae,Sympetrum,Sympetrum_rubicundulum,p,n,0.056323356,0.369606047
1797,0,Corduliidae,Macromia,Macromia_illinoiensis,f,n,0.056323356,0.369606047
1797,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,0.056323356,0.369606047
1797,1,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,0.056323356,0.369606047
1798,0,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.263791615,-0.443172773
1799,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.278106797,-0.974789473
1800,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,0.04484695,-0.974789473
1800,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,0.04484695,-0.974789473
1800,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.04484695,-0.974789473
1802,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.412568947,0.798798825
1867,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,-2.097356832,1.649247255
1867,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-2.097356832,1.649247255
1867,1,Libellulidae,Leucorrhinia,Leucorrhinia_hudsonica,p,y,-2.097356832,1.649247255
1867,1,Libellulidae,Libellula,Libellula_saturata,p,y,-2.097356832,1.649247255
1868,1,Libellulidae,Libellula,Libellula_saturata,p,y,-1.654077007,0.176709884
1868,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-1.654077007,0.176709884
1874,0,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,0.56716693,-0.371734561
1876,1,Libellulidae,Libellula,Libellula_quadrimaculata,p,y,2.369284804,0.974490592
1880,0,Aeshnidae,Anax,Anax_junius,f,n,2.189704541,0.665394331
1881,1,Libellulidae,Libellula,Libellula_pulchella,p,y,2.585479429,-0.237866062
1881,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,2.585479429,-0.237866062
1882,0,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,2.725738796,-0.974789473
1882,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,2.725738796,-0.974789473
1883,0,Libellulidae,Libellula,Libellula_luctuosa,p,y,2.4884543,-0.974789473
1884,1,Aeshnidae,Anax,Anax_junius,f,n,1.608040004,0.725002718
1885,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,1.238932089,2.449444066
1886,0,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,1.271504225,2.571361966
1886,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,1.271504225,2.571361966
1886,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,1.271504225,2.571361966
1887,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,1.994342024,-0.974789473
1887,0,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,1.994342024,-0.974789473
1889,0,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.613447483,0.890063398
1891,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.076206419,-0.1895347
1891,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,0.076206419,-0.1895347
1891,0,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,0.076206419,-0.1895347
1891,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,0.076206419,-0.1895347
1891,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.076206419,-0.1895347
1891,1,Libellulidae,Pantala,Pantala_flavescens,f,n,0.076206419,-0.1895347
1891,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.076206419,-0.1895347
1891,1,Libellulidae,Libellula,Libellula_pulchella,p,y,0.076206419,-0.1895347
1892,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,0.353708131,-0.176507029
1892,1,Libellulidae,Libellula,Libellula_incesta,p,n,0.353708131,-0.176507029
1892,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.353708131,-0.176507029
1892,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.353708131,-0.176507029
1892,0,Libellulidae,Pantala,Pantala_hymenaea,f,y,0.353708131,-0.176507029
1892,1,Libellulidae,Libellula,Libellula_pulchella,p,y,0.353708131,-0.176507029
1892,0,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,0.353708131,-0.176507029
1892,1,Libellulidae,Pantala,Pantala_flavescens,f,n,0.353708131,-0.176507029
1892,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,0.353708131,-0.176507029
1892,0,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,0.353708131,-0.176507029
1892,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.353708131,-0.176507029
1898,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.113154703,2.025499596
1898,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,0.113154703,2.025499596
1898,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.113154703,2.025499596
1898,0,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,0.113154703,2.025499596
1899,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,0.961717433,0.28996514
1899,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,0.961717433,0.28996514
1899,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.961717433,0.28996514
1899,1,Libellulidae,Sympetrum,Sympetrum_rubicundulum,p,n,0.961717433,0.28996514
1899,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,0.961717433,0.28996514
1899,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,0.961717433,0.28996514
1899,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.961717433,0.28996514
1899,1,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,0.961717433,0.28996514
1899,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,0.961717433,0.28996514
1899,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.961717433,0.28996514
1899,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.961717433,0.28996514
1900,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.794919976,-0.42913737
1900,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.794919976,-0.42913737
1900,1,Corduliidae,Didymops,Didymops_transversa,f,y,0.794919976,-0.42913737
1900,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.794919976,-0.42913737
1900,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,0.794919976,-0.42913737
1900,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.794919976,-0.42913737
1901,0,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.212853715,-0.974105066
1901,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,-0.212853715,-0.974105066
1902,1,Corduliidae,Didymops,Didymops_transversa,f,y,-0.243182123,-0.496459234
1902,1,Aeshnidae,Anax,Anax_junius,f,n,-0.243182123,-0.496459234
1902,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-0.243182123,-0.496459234
1902,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.243182123,-0.496459234
1902,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.243182123,-0.496459234
1903,1,Aeshnidae,Anax,Anax_junius,f,n,-0.385843393,-0.072469464
1903,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.385843393,-0.072469464
1903,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.385843393,-0.072469464
1903,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.385843393,-0.072469464
1968,1,Libellulidae,Sympetrum,Sympetrum_pallipes,p,n,-1.40763599,1.304730463
1968,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-1.40763599,1.304730463
1968,0,Libellulidae,Leucorrhinia,Leucorrhinia_hudsonica,p,y,-1.40763599,1.304730463
1969,0,Aeshnidae,Aeshna,Aeshna_palmata,f,n,-1.15714689,-0.110155117
1969,0,Libellulidae,Sympetrum,Sympetrum_pallipes,p,n,-1.15714689,-0.110155117
1972,0,Libellulidae,Libellula,Libellula_forensis,f,y,0.536867813,1.044355351
1973,0,Aeshnidae,Aeshna,Aeshna_palmata,f,n,1.371200738,0.76425319
1974,1,Libellulidae,Libellula,Libellula_saturata,p,y,1.664256231,0.696132138
1975,0,Libellulidae,Sympetrum,Sympetrum_semicinctum,p,y,1.239266012,-0.451627028
1975,0,Aeshnidae,Anax,Anax_junius,f,n,1.239266012,-0.451627028
1979,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,1.82158082,0.870554263
1983,0,Libellulidae,Perithemis,Perithemis_tenera,p,y,2.134712699,-0.285940667
1983,0,Aeshnidae,Aeshna,Aeshna_umbrosa,f,n,2.134712699,-0.285940667
1983,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,2.134712699,-0.285940667
1984,0,Libellulidae,Sympetrum,Sympetrum_semicinctum,p,y,1.809565451,0.113325139
1986,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,1.093201071,1.910919673
1986,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,1.093201071,1.910919673
1987,0,Aeshnidae,Aeshna,Aeshna_umbrosa,f,n,0.285341794,1.281099352
1987,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.285341794,1.281099352
1988,0,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,0.858628966,-0.974789473
1988,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,0.858628966,-0.974789473
1988,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.858628966,-0.974789473
1988,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.858628966,-0.974789473
1988,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.858628966,-0.974789473
1988,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,0.858628966,-0.974789473
1988,0,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,0.858628966,-0.974789473
1988,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.858628966,-0.974789473
1992,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.46163805,-0.974789473
1993,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.184446828,-0.974789473
1993,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-0.184446828,-0.974789473
1993,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.184446828,-0.974789473
1993,1,Libellulidae,Libellula,Libellula_incesta,p,n,-0.184446828,-0.974789473
1993,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,-0.184446828,-0.974789473
1993,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.184446828,-0.974789473
1993,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.184446828,-0.974789473
1993,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,-0.184446828,-0.974789473
1997,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,-0.42618949,-0.974789473
1997,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.42618949,-0.974789473
1997,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,-0.42618949,-0.974789473
1997,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,-0.42618949,-0.974789473
1997,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.42618949,-0.974789473
1997,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.42618949,-0.974789473
1997,1,Aeshnidae,Anax,Anax_junius,f,n,-0.42618949,-0.974789473
1997,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.42618949,-0.974789473
1997,1,Libellulidae,Libellula,Libellula_incesta,p,n,-0.42618949,-0.974789473
1998,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.346264732,2.074339638
1999,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.189731013,1.891008154
